CHR	END	s_5_1_sequence.WB6
chr1	2700000	4
chr1	6035094	5
chr1	9594965	4
chr1	41279491	3
chr1	50090211	5
chr1	113651342	4
chr1	151893864	5
chr1	229311488	6
chr1	249250621	4
chr2	4115036	5
chr2	107624346	4
chr2	111400000	5
chr2	115958681	4
chr2	133386897	5
chr2	243199373	3
chr3	4202228	5
chr3	8321701	7
chr3	12933500	3
chr3	14463302	6
chr3	19101169	3
chr3	25314078	5
chr3	27908239	4
chr3	37654204	5
chr3	40258160	8
chr3	138595365	3
chr3	141169506	7
chr3	150905525	3
chr3	165375293	5
chr3	168973137	3
chr3	173070445	6
chr3	177694434	3
chr3	184351697	5
chr3	193055771	6
chr3	198022430	5
chr4	48428977	2
chr4	88444820	5
chr4	120888238	6
chr4	190007313	4
chr4	191154276	6
chr5	50530886	4
chr5	129049496	3
chr5	137804180	2
chr5	148109044	4
chr5	154801825	7
chr5	180915260	4
chr6	8859065	2
chr6	24688669	6
chr6	27473082	4
chr6	57105557	3
chr6	62200000	8
chr6	119595257	3
chr6	169075391	4
chr6	171115067	5
chr7	113904015	7
chr7	131785404	12
chr7	159138663	4
chr8	4376603	4
chr8	51071166	3
chr8	71180966	4
chr8	82013908	20
chr8	87356441	5
chr8	92565661	20
chr8	98761754	1
chr8	104959037	3
chr8	109577569	1
chr8	112137314	5
chr8	129069003	28
chr8	146364022	3
chr9	71000000	3
chr9	125991435	4
chr9	140235244	3
chr9	141213431	6
chr10	30570693	4
chr10	33188674	2
chr10	56668434	4
chr10	77168892	7
chr10	80746688	9
chr10	82201600	6
chr10	88386658	3
chr10	112898133	2
chr10	125163024	3
chr10	135534747	4
chr11	135006516	4
chr12	7780358	4
chr12	28725768	3
chr12	108124216	4
chr12	112495350	3
chr12	116040552	4
chr12	124141754	2
chr12	133851895	3
chr13	95084808	3
chr13	109884184	6
chr13	115169878	7
chr14	31153528	6
chr14	37858747	4
chr14	46203060	5
chr14	48806164	3
chr14	53960441	4
chr14	58074289	3
chr14	85700672	5
chr14	92359539	8
chr14	107349540	3
chr15	71192847	4
chr15	102531392	3
chr16	61312108	4
chr16	90354753	2
chr17	22250000	2
chr17	29000000	7
chr17	36928888	2
chr17	40507462	12
chr17	60794354	2
chr17	64439894	5
chr17	69054185	8
chr17	76661718	5
chr17	78666847	10
chr17	81195210	5
chr18	33351563	3
chr18	48700576	2
chr18	51254247	1
chr18	54253659	2
chr18	78077248	3
chr19	20600000	3
chr19	24304212	0
chr19	59128983	4
chr20	29800000	8
chr20	32867680	4
chr20	37991935	11
chr20	41070220	5
chr20	44642740	9
chr20	51251315	12
chr20	57371551	17
chr20	63025520	8
chr21	15050000	12
chr21	48129895	4
chr22	47447183	4
chr22	51304566	6
chrX	2634233	0
chrX	53000000	4
chrX	74939416	5
chrX	135992622	2
chrX	154550000	4
chrX	155270560	1
chrY	59373566	0
