CHR	END	s_5_1_sequence.WB2
chr1	9594965	5
chr1	40764880	3
chr1	151893864	5
chr1	229311488	6
chr1	249250621	4
chr2	133386897	4
chr2	243199373	3
chr3	8321701	6
chr3	19101169	3
chr3	39722796	5
chr3	139116052	3
chr3	142202972	6
chr3	150905525	3
chr3	151932460	7
chr3	165375293	5
chr3	168973137	3
chr3	173581226	7
chr3	178199425	3
chr3	184351697	5
chr3	193055771	6
chr3	198022430	5
chr4	48428977	2
chr4	88444820	5
chr4	119350000	6
chr4	120888238	5
chr4	190007313	4
chr4	191154276	6
chr5	14453608	5
chr5	17600000	4
chr5	46400000	5
chr5	129563211	3
chr5	137804180	2
chr5	148109044	4
chr5	153775427	6
chr5	180915260	4
chr6	8859065	3
chr6	27473082	6
chr6	58050000	3
chr6	63237575	9
chr6	120615043	3
chr6	171115067	4
chr7	57650000	7
chr7	63250000	15
chr7	65757794	6
chr7	71972992	7
chr7	78818717	6
chr7	113380840	7
chr7	131785404	12
chr7	159138663	4
chr8	2343505	4
chr8	46900000	3
chr8	71180966	4
chr8	82013908	20
chr8	87356441	5
chr8	92565661	20
chr8	112137314	2
chr8	129069003	28
chr8	131643868	5
chr8	142399024	3
chr8	146364022	4
chr9	38800000	3
chr9	141213431	4
chr10	29545405	4
chr10	33188674	2
chr10	57176739	4
chr10	61305113	7
chr10	71035814	6
chr10	77168892	7
chr10	80239970	9
chr10	82201600	6
chr10	112898133	2
chr10	135534747	3
chr11	62034246	4
chr11	68834684	3
chr11	135006516	4
chr12	9550000	4
chr12	28212539	3
chr12	108124216	4
chr12	111475737	3
chr12	116040552	4
chr12	124141754	2
chr12	133851895	3
chr13	95084808	3
chr13	112350000	5
chr13	115169878	6
chr14	45672240	5
chr14	57551701	3
chr14	85700672	5
chr14	92867329	8
chr14	107349540	3
chr15	40512412	4
chr15	45634718	3
chr15	102531392	4
chr16	3738565	3
chr16	61822382	4
chr16	68449099	2
chr16	70782602	1
chr16	90354753	2
chr17	22250000	2
chr17	29000000	7
chr17	36928888	2
chr17	40507462	12
chr17	57109578	2
chr17	60794354	1
chr17	81195210	6
chr18	33351563	3
chr18	49206069	2
chr18	52200000	1
chr18	54253659	2
chr18	78077248	3
chr19	20600000	3
chr19	24304212	0
chr19	59128983	5
chr20	29800000	7
chr20	32867680	4
chr20	37487599	10
chr20	41070220	4
chr20	44642740	8
chr20	51251315	11
chr20	57371551	14
chr20	58384800	9
chr20	63025520	7
chr21	15050000	12
chr21	48129895	4
chr22	47956189	4
chr22	51304566	7
chrX	2634233	0
chrX	4363008	5
chrX	30426658	4
chrX	74939416	5
chrX	78281118	3
chrX	155270560	2
chrY	59373566	0
