CHR	END	s_5_1_sequence.WB2
chr1	9579371	5
chr1	16919000	3
chr1	17266588	8
chr1	40507786	3
chr1	46108015	5
chr1	46176000	1
chr1	55049094	5
chr1	56042534	3
chr1	117069596	5
chr1	121322000	6
chr1	145381000	11
chr1	146619376	4
chr1	146678000	1
chr1	149888365	7
chr1	151856600	4
chr1	229365805	6
chr1	249250621	4
chr2	102816	2
chr2	91759000	4
chr2	91924000	21
chr2	132075000	4
chr2	132994000	2
chr2	133121000	8
chr2	243199373	3
chr3	3888094	5
chr3	4370208	3
chr3	8039869	7
chr3	12973062	3
chr3	14320959	5
chr3	16882641	3
chr3	17211589	9
chr3	19353388	3
chr3	25226770	5
chr3	26005665	4
chr3	26432000	6
chr3	27185226	2
chr3	37943438	5
chr3	38385000	12
chr3	39605847	7
chr3	39919000	5
chr3	44705201	3
chr3	44794000	1
chr3	52313092	3
chr3	52746725	1
chr3	75676306	3
chr3	75845710	10
chr3	111873310	3
chr3	111955000	1
chr3	138984900	3
chr3	140971485	7
chr3	142112000	4
chr3	151025564	3
chr3	151648439	10
chr3	152139938	2
chr3	152709457	5
chr3	152969241	2
chr3	156819252	5
chr3	158304765	3
chr3	165480549	5
chr3	169073786	3
chr3	172725420	7
chr3	174316345	3
chr3	174387000	1
chr3	177913877	3
chr3	179517302	4
chr3	179781529	3
chr3	181251770	6
chr3	181377590	2
chr3	184373481	5
chr3	190944089	7
chr3	196135085	5
chr3	196443124	2
chr3	197793414	5
chr3	198022430	2
chr4	87941	12
chr4	39801605	2
chr4	40254991	1
chr4	49078000	2
chr4	52681000	30
chr4	54944020	6
chr4	89204296	5
chr4	104331809	6
chr4	105364000	3
chr4	120859320	6
chr4	190312906	4
chr4	191154276	5
chr5	14444151	5
chr5	15600584	3
chr5	46135031	5
chr5	46249351	2
chr5	49594000	5
chr5	49632000	1
chr5	128951000	3
chr5	137865195	2
chr5	142732564	5
chr5	148052000	4
chr5	153939462	6
chr5	180376000	4
chr5	180432000	1
chr5	180915260	3
chr6	1455491	2
chr6	1615387	7
chr6	1839291	2
chr6	2001086	7
chr6	7767906	2
chr6	8228292	6
chr6	8817930	2
chr6	26639000	6
chr6	27605426	4
chr6	30484913	3
chr6	30932898	6
chr6	32656819	3
chr6	34181893	5
chr6	57245869	3
chr6	57610978	6
chr6	58749473	3
chr6	61880000	5
chr6	120418635	3
chr6	127113233	4
chr6	127225589	1
chr6	171115067	4
chr7	71943298	7
chr7	84181947	6
chr7	113841263	7
chr7	114654692	16
chr7	117032035	11
chr7	117143228	2
chr7	118014579	12
chr7	118055031	4
chr7	128584530	11
chr7	129142300	2
chr7	129375635	12
chr7	129720987	9
chr7	131652558	12
chr7	132883023	2
chr7	159138663	4
chr8	47024819	3
chr8	49374000	4
chr8	50693186	3
chr8	71224153	4
chr8	71385734	39
chr8	71483519	5
chr8	72063047	42
chr8	72233708	2
chr8	72410766	5
chr8	72632246	9
chr8	72709054	33
chr8	74618862	17
chr8	74949726	9
chr8	75040231	18
chr8	75141572	43
chr8	75178536	23
chr8	75234332	11
chr8	75314000	21
chr8	75481188	12
chr8	75695199	21
chr8	75994183	11
chr8	76268000	21
chr8	76471493	11
chr8	77226000	17
chr8	78246022	22
chr8	78778738	17
chr8	79309747	12
chr8	79463610	6
chr8	80002763	17
chr8	80854398	25
chr8	80921000	11
chr8	81318696	27
chr8	81810654	37
chr8	83518279	2
chr8	86132704	6
chr8	87084038	2
chr8	87850137	10
chr8	88090654	17
chr8	88539487	11
chr8	88643000	2
chr8	89192571	39
chr8	89506524	27
chr8	89882374	16
chr8	90756436	10
chr8	91228372	37
chr8	91653361	7
chr8	92163000	17
chr8	92320000	25
chr8	92389671	15
chr8	92479965	8
chr8	92540000	17
chr8	92560440	7
chr8	98719378	2
chr8	104753177	3
chr8	108027453	1
chr8	108881423	3
chr8	109774418	1
chr8	110020330	10
chr8	112538412	4
chr8	112689300	20
chr8	113313604	35
chr8	115360104	20
chr8	116678133	30
chr8	117032542	46
chr8	117639716	22
chr8	118007078	14
chr8	119965443	25
chr8	120279331	32
chr8	120359554	59
chr8	120521887	42
chr8	120603543	25
chr8	120987867	15
chr8	121323509	45
chr8	121366000	23
chr8	121466708	37
chr8	121557881	25
chr8	121682594	51
chr8	121971333	66
chr8	124037307	48
chr8	124762138	33
chr8	125546259	18
chr8	125646701	30
chr8	126641041	16
chr8	127794066	4
chr8	128207000	23
chr8	128763610	35
chr8	128803652	1
chr8	129096181	42
chr8	129909000	3
chr8	131383442	6
chr8	132347458	2
chr8	132683290	7
chr8	132885000	4
chr8	133278745	2
chr8	137318679	3
chr8	142333483	2
chr8	146364022	4
chr9	44866000	3
chr9	130248421	4
chr9	131967015	3
chr9	141213431	4
chr10	29800000	4
chr10	32759227	2
chr10	32966000	5
chr10	33403932	3
chr10	42355000	4
chr10	42415941	73
chr10	42527000	6
chr10	42647000	75
chr10	44004887	3
chr10	46962000	5
chr10	47535000	10
chr10	51529624	5
chr10	56964970	4
chr10	58826920	7
chr10	71167310	6
chr10	77040671	7
chr10	80299545	9
chr10	82280707	7
chr10	112969090	2
chr10	134221145	3
chr10	135534747	4
chr11	98167467	4
chr11	98237104	1
chr11	118831131	4
chr11	118882515	1
chr11	120438522	4
chr11	135006516	5
chr12	8517996	4
chr12	8591000	1
chr12	11619000	4
chr12	28281986	3
chr12	108042519	4
chr12	109712871	2
chr12	112874760	3
chr12	116157145	5
chr12	123895250	2
chr12	133851895	3
chr13	22536417	3
chr13	22956000	6
chr13	95272667	3
chr13	115169878	5
chr14	38068712	5
chr14	38746788	8
chr14	40543645	5
chr14	40644000	2
chr14	40811277	5
chr14	40893000	2
chr14	45968000	5
chr14	50155545	3
chr14	50289000	9
chr14	52267000	3
chr14	53116277	8
chr14	57026633	3
chr14	57210611	7
chr14	57931395	3
chr14	58512000	9
chr14	63945336	5
chr14	64505000	2
chr14	73999198	5
chr14	74070691	2
chr14	84864427	5
chr14	85505806	3
chr14	92455252	8
chr14	107349540	3
chr15	20184544	4
chr15	22590000	10
chr15	102531392	4
chr16	338879	2
chr16	31955000	4
chr16	33944513	6
chr16	33992000	15
chr16	55797122	4
chr16	55842000	1
chr16	61547400	4
chr16	68611775	2
chr16	68887837	1
chr16	70042000	2
chr16	70151000	1
chr16	70766543	2
chr16	71203627	6
chr16	90354753	2
chr17	25263000	2
chr17	26005134	7
chr17	26515153	4
chr17	28925000	8
chr17	37269821	2
chr17	38151461	30
chr17	38477311	18
chr17	39113001	12
chr17	39546326	18
chr17	40494098	8
chr17	48773069	2
chr17	49541892	3
chr17	60643975	2
chr17	65358137	6
chr17	66611000	9
chr17	66753054	2
chr17	68896183	9
chr17	76138568	5
chr17	76452824	3
chr17	76745479	5
chr17	78175864	9
chr17	81195210	5
chr18	14985000	3
chr18	15398000	1
chr18	18548810	10
chr18	34737307	3
chr18	44829233	2
chr18	45445259	4
chr18	54443786	2
chr18	78077248	3
chr19	20356649	3
chr19	24517459	1
chr19	27732000	3
chr19	27781675	12
chr19	59128983	5
chr20	29834269	7
chr20	32956701	4
chr20	34113543	10
chr20	34386396	4
chr20	36023097	9
chr20	36083244	29
chr20	37597076	11
chr20	41279383	5
chr20	42053131	13
chr20	44618969	7
chr20	51045930	10
chr20	52078000	17
chr20	57263000	13
chr20	57534403	11
chr20	61201464	8
chr20	61727762	4
chr20	63025520	6
chr21	11039230	5
chr21	11115154	13
chr21	14361616	22
chr21	48129895	4
chr22	27290988	4
chr22	27973942	6
chr22	47806386	4
chr22	51304566	7
chrX	2705493	1
chrX	54477095	4
chrX	58088803	5
chrX	58448081	2
chrX	75021545	5
chrX	76857605	3
chrX	76958265	9
chrX	77265190	2
chrX	78091135	6
chrX	78111000	1
chrX	92750875	3
chrX	93172077	1
chrX	96175144	3
chrX	102284000	2
chrX	103243000	4
chrX	103765000	2
chrX	104046169	5
chrX	154933000	2
chrX	155270560	1
chrY	9930219	1
chrY	9993688	11
chrY	13367430	1
chrY	13493076	9
chrY	13832861	1
chrY	13874354	13
chrY	28800910	1
chrY	59021612	16
chrY	59373566	0
