CHR	END	s_5_1_sequence.WB5
chr1	786000	13
chr1	9895378	6
chr1	38957121	4
chr1	40303559	2
chr1	40771434	4
chr1	43022146	6
chr1	45995246	5
chr1	46274776	3
chr1	47375107	5
chr1	54901160	6
chr1	56062579	4
chr1	76179008	6
chr1	76287000	2
chr1	106772084	6
chr1	107785088	9
chr1	115706387	6
chr1	121353447	7
chr1	144895973	12
chr1	144986000	6
chr1	145381000	21
chr1	152590000	6
chr1	153385000	10
chr1	156771452	6
chr1	158581464	9
chr1	172152882	7
chr1	176641895	8
chr1	228713000	7
chr1	234330419	5
chr1	236888303	4
chr1	249250621	5
chr2	89005594	5
chr2	89848000	6
chr2	90102000	19
chr2	91770298	5
chr2	91924000	44
chr2	106485151	5
chr2	106545203	1
chr2	132980000	5
chr2	133046556	16
chr2	134629016	5
chr2	243199373	4
chr3	4591161	6
chr3	8039869	9
chr3	13033425	4
chr3	14361439	8
chr3	16852641	5
chr3	17191589	11
chr3	18946030	4
chr3	26420803	6
chr3	27225486	4
chr3	37215431	6
chr3	37953438	4
chr3	38357435	20
chr3	39760391	8
chr3	52303018	4
chr3	52695952	1
chr3	111599905	4
chr3	113966082	3
chr3	117146286	5
chr3	118528800	6
chr3	123241619	4
chr3	123914016	7
chr3	124286677	2
chr3	124881847	6
chr3	125747079	3
chr3	128311236	6
chr3	138604727	4
chr3	138964828	8
chr3	140869185	10
chr3	141542797	7
chr3	141776428	4
chr3	142132452	9
chr3	150086699	5
chr3	150866289	3
chr3	151106370	6
chr3	151638020	15
chr3	152465387	5
chr3	165137952	6
chr3	169043742	5
chr3	172815919	8
chr3	177995730	4
chr3	184343330	6
chr3	193087104	7
chr3	198022430	6
chr4	77841	9
chr4	49078000	3
chr4	52701204	20
chr4	106542709	6
chr4	111321426	8
chr4	120906096	7
chr4	140800285	4
chr4	172277257	5
chr4	174406352	4
chr4	190207651	5
chr4	190230000	2
chr4	191154276	6
chr5	14474389	6
chr5	15542889	3
chr5	37281794	6
chr5	41278717	7
chr5	49874367	6
chr5	128829682	4
chr5	137885405	3
chr5	140180222	6
chr5	140270020	2
chr5	142550311	7
chr5	148122820	5
chr5	154490854	8
chr5	163575037	5
chr5	163867342	10
chr5	167256251	5
chr5	170144219	7
chr5	180915260	5
chr6	1839291	3
chr6	2031090	11
chr6	7577008	3
chr6	8238312	7
chr6	8898767	4
chr6	10562292	6
chr6	24979525	7
chr6	26041303	6
chr6	26294365	3
chr6	27626222	6
chr6	30401000	4
chr6	30922814	7
chr6	32677415	4
chr6	34315240	7
chr6	57245869	4
chr6	57590000	9
chr6	58761216	4
chr6	61890607	7
chr6	121004590	4
chr6	171115067	5
chr7	39021630	8
chr7	39066000	2
chr7	45029565	8
chr7	71943298	9
chr7	95477266	8
chr7	98925008	11
chr7	113861413	9
chr7	114004837	30
chr7	114665000	18
chr7	117042035	13
chr7	117143228	2
chr7	128574499	13
chr7	129152384	2
chr7	129720987	12
chr7	131652558	15
chr7	132852489	3
chr7	152110048	5
chr7	152618369	2
chr7	157595581	5
chr7	158335946	8
chr7	159138663	5
chr8	5091098	4
chr8	6908625	5
chr8	10323861	4
chr8	17849411	3
chr8	25685606	4
chr8	28708318	6
chr8	47516000	4
chr8	48317564	7
chr8	49752317	5
chr8	50774126	2
chr8	67255483	5
chr8	68018527	3
chr8	71224153	5
chr8	71385734	49
chr8	71483519	6
chr8	71561089	33
chr8	71892433	58
chr8	72063047	40
chr8	72430766	4
chr8	72622246	12
chr8	72669000	18
chr8	72719054	41
chr8	74618862	21
chr8	75030195	12
chr8	75131476	56
chr8	75188731	39
chr8	75725209	22
