CHR	END	s_5_1_sequence.WB7
chr1	786000	17
chr1	2468524	4
chr1	6168294	6
chr1	9834177	5
chr1	32567378	3
chr1	33702921	2
chr1	35648218	4
chr1	35729778	1
chr1	40487470	3
chr1	54944091	5
chr1	56062579	3
chr1	76068889	5
chr1	76122056	1
chr1	109309625	5
chr1	109881359	3
chr1	113258077	5
chr1	113442000	1
chr1	121332803	5
chr1	145381000	14
chr1	151446810	4
chr1	155338549	6
chr1	156297000	4
chr1	229258002	6
chr1	249250621	4
chr2	89848000	4
chr2	90102000	21
chr2	91759000	3
chr2	91924000	25
chr2	133162387	4
chr2	239657498	3
chr2	243199373	4
chr3	4350189	4
chr3	8049930	7
chr3	9594071	4
chr3	9674548	1
chr3	12922814	3
chr3	14391439	6
chr3	16003497	3
chr3	16104713	8
chr3	16822000	4
chr3	17231826	7
chr3	18845655	3
chr3	25156729	5
chr3	28268967	4
chr3	36716968	5
chr3	37205368	8
chr3	37933421	4
chr3	38033929	8
chr3	38305786	13
chr3	39595018	7
chr3	46372606	4
chr3	52000821	3
chr3	52303018	5
chr3	52695952	1
chr3	75535000	3
chr3	75605576	1
chr3	75676306	2
chr3	75845710	7
chr3	138984900	3
chr3	141316505	7
chr3	141492105	3
chr3	142096516	4
chr3	150785952	3
chr3	151076271	4
chr3	151648439	10
chr3	152119929	3
chr3	156829271	5
chr3	158203730	3
chr3	165865055	5
chr3	169063786	3
chr3	172735448	7
chr3	177955642	3
chr3	180381814	5
chr3	180958026	7
chr3	182793726	4
chr3	187794413	7
chr3	188706152	5
chr3	190934058	7
chr3	191705254	4
chr3	195494950	6
chr3	198022430	5
chr4	117988	6
chr4	8699299	2
chr4	8918455	5
chr4	49005856	2
chr4	49112000	6
chr4	52681000	37
chr4	81708816	5
chr4	81802492	1
chr4	87928103	5
chr4	92253003	6
chr4	92375000	1
chr4	104451000	6
chr4	105568203	4
chr4	121267833	5
chr4	125229763	4
chr4	125329000	1
chr4	132686000	4
chr4	132893000	1
chr4	190393000	4
chr4	190687977	7
chr4	190789380	1
chr4	191154276	5
chr5	14444151	5
chr5	15502644	3
chr5	49718000	5
chr5	128981460	3
chr5	137885405	2
chr5	143034589	5
chr5	148224083	4
chr5	154460768	6
chr5	180915260	4
chr6	261249	2
chr6	373195	6
chr6	1535000	2
chr6	1625387	6
chr6	1839291	2
chr6	2021090	6
chr6	6723638	3
chr6	6784900	8
chr6	7476480	2
chr6	8329928	5
chr6	8760853	3
chr6	24570879	6
chr6	32458918	4
chr6	32564000	1
chr6	32889219	4
chr6	34264565	6
chr6	37415476	3
chr6	41495843	4
chr6	57215560	3
chr6	57641998	5
chr6	58772000	3
chr6	61911625	8
chr6	119323667	3
chr6	155444365	4
chr6	171115067	5
chr7	4958218	8
chr7	61077000	7
chr7	61510000	12
chr7	62069000	9
chr7	65705919	5
chr7	73484020	7
chr7	87936786	6
chr7	103973282	7
chr7	105408627	5
chr7	109242970	7
chr7	109292000	2
chr7	113841263	6
chr7	114691087	16
chr7	117042035	10
chr7	117143228	4
chr7	128543426	11
chr7	128574499	6
chr7	129132271	2
chr7	131652558	11
chr7	131719000	5
chr7	132832237	2
chr7	159138663	4
chr8	196084	12
chr8	289614	2
chr8	342000	8
chr8	47364584	3
chr8	48488541	6
chr8	48580364	1
chr8	49466933	5
chr8	50831267	2
chr8	71224153	5
chr8	71385734	46
chr8	71473390	5
chr8	71613000	31
chr8	71892433	49
chr8	72063047	34
chr8	72410766	2
chr8	72659000	13
chr8	72709054	44
chr8	74679843	18
chr8	75040231	14
chr8	75151586	41
chr8	75481188	17
chr8	75715206	26
chr8	75994183	12
chr8	76999076	16
chr8	78200199	22
chr8	78778738	15
chr8	78989000	10
chr8	79039167	22
chr8	79216127	10
chr8	79473623	8
chr8	81155098	21
chr8	81477917	27
chr8	81800654	44
chr8	83472642	2
chr8	86152820	5
chr8	87064033	2
chr8	87135016	6
chr8	87820000	11
chr8	88317000	19
chr8	88643000	9
chr8	89546000	37
chr8	89622396	14
chr8	89882374	24
chr8	90504084	12
chr8	90553000	4
chr8	90746366	14
chr8	91228372	36
chr8	91698000	8
chr8	92163000	16
chr8	92320000	32
chr8	92550440	14
chr8	98658645	1
chr8	104786063	3
chr8	108047502	1
chr8	108871423	3
chr8	109764410	1
chr8	110060474	11
chr8	110169371	4
chr8	110270760	8
chr8	112044172	4
chr8	112396175	9
chr8	112538412	2
chr8	113303589	31
chr8	114458083	22
chr8	114883341	14
chr8	115289197	20
chr8	116547927	31
chr8	116688133	19
chr8	117062542	46
chr8	117693000	22
chr8	118007078	11
chr8	120110254	27
chr8	120549056	41
chr8	120603543	22
chr8	120927274	15
chr8	120987867	21
chr8	121416500	46
chr8	121557881	32
chr8	124017265	53
chr8	124762138	35
chr8	125546259	18
chr8	125646701	35
chr8	126651041	16
chr8	127794066	4
chr8	128217686	25
chr8	128763610	35
chr8	128803652	3
chr8	129106316	35
chr8	129491175	4
chr8	129688087	2
chr8	131272742	5
chr8	132310000	3
chr8	132799082	6
chr8	133288909	2
chr8	137338699	4
chr8	142323430	2
chr8	146364022	4
chr9	37890962	3
chr9	72007531	5
chr9	72098000	1
chr9	141213431	4
chr10	4272800	4
chr10	7155561	3
chr10	29728340	4
chr10	33373924	2
chr10	38782282	4
chr10	38889071	15
chr10	39147096	5
chr10	42405873	62
chr10	42527000	2
chr10	42647000	81
chr10	46211000	4
chr10	49671530	6
chr10	49731659	1
chr10	52557218	5
chr10	57046863	4
chr10	57329605	7
chr10	57410022	2
chr10	59293408	7
chr10	60667000	6
chr10	61424311	8
chr10	71187509	5
chr10	82398000	7
chr10	112849117	2
chr10	134159732	3
chr10	135534747	2
chr11	5976700	5
chr11	24929203	4
chr11	26780644	3
chr11	32738549	4
chr11	32921155	2
chr11	113027211	4
chr11	135006516	5
chr12	7851580	5
chr12	108022500	4
chr12	109352786	2
chr12	116237401	5
chr12	124718552	2
chr12	131564640	4
chr12	131720000	1
chr12	133851895	3
chr13	95140636	3
chr13	115169878	5
chr14	46159008	5
chr14	50349762	3
chr14	51269185	5
chr14	52218188	4
chr14	53136500	7
chr14	57977097	3
chr14	58512000	10
chr14	63854166	5
chr14	65264947	4
chr14	85001672	5
chr14	85505806	3
chr14	92485473	8
chr14	107349540	3
chr15	20462362	4
chr15	20576368	17
chr15	22565234	9
chr15	55382781	4
chr15	56655032	3
chr15	65011061	4
chr15	65976700	3
chr15	76971940	5
chr15	77016000	12
chr15	95873949	4
chr15	96235795	2
chr15	102531392	4
chr16	754168	3
chr16	28852738	5
chr16	30672732	3
chr16	33922764	5
chr16	33981000	16
chr16	61537092	4
chr16	68633545	2
chr16	68867729	1
chr16	70881000	2
chr16	71203627	7
chr16	85788911	2
chr16	86088345	1
chr16	90354753	2
chr17	22211864	2
chr17	26645411	5
chr17	28925000	8
chr17	37269821	3
chr17	38151461	30
chr17	38477311	22
chr17	39281116	11
chr17	39546326	24
chr17	40555271	9
chr17	40585556	5
chr17	48793296	2
chr17	49470877	4
chr17	60643975	2
chr17	63098226	5
chr17	65368267	6
chr17	66591534	8
chr17	66763169	3
chr17	68916214	8
chr17	76725242	5
chr17	78165816	10
chr17	79280102	6
chr17	80805379	4
chr17	81195210	7
chr18	11578941	4
chr18	21349528	3
chr18	29512040	4
chr18	29864092	2
chr18	32396227	3
chr18	44839239	2
chr18	45505847	4
chr18	48620792	2
chr18	51448057	1
chr18	55095059	2
chr18	77458735	3
chr18	77640747	7
chr18	78077248	3
chr19	464827	4
chr19	1992549	2
chr19	20346503	3
chr19	24507459	1
chr19	24547467	2
chr19	27769332	6
chr19	59128983	5
chr20	13621629	7
chr20	15021689	5
chr20	29914697	7
chr20	32967075	4
chr20	33665623	8
chr20	33726792	3
chr20	34143897	9
chr20	34406946	4
chr20	36033097	8
chr20	36083244	36
chr20	37586905	10
chr20	41300398	5
chr20	42826282	11
chr20	44749389	6
chr20	44949996	13
chr20	51106019	9
chr20	57524403	12
chr20	60920863	7
chr20	63025520	5
chr21	10698000	6
chr21	10729177	22
chr21	11039230	6
chr21	14594000	14
chr21	14773000	3
chr21	15165000	1
chr21	23373681	4
chr21	24723000	3
chr21	46560393	4
chr21	47287954	6
chr21	48129895	5
chr22	32071417	4
chr22	32203219	1
chr22	46845855	5
chr22	47589338	3
chr22	51304566	6
chrX	2695392	1
chrX	6099356	6
chrX	7199589	5
chrX	7461037	2
chrX	45022911	5
chrX	58088803	6
chrX	58343229	2
chrX	74898000	6
chrX	76782912	3
chrX	78101292	5
chrX	90696286	2
chrX	91361000	8
chrX	102212671	2
chrX	103253306	5
chrX	103765000	2
chrX	104026055	6
chrX	147241245	2
chrX	147520384	1
chrX	148977140	2
chrX	152653916	3
chrX	154933000	2
chrX	155270560	1
chrY	9910071	1
chrY	13874354	2
chrY	28800910	1
chrY	59021612	11
chrY	59373566	0
