CHR	END	s_5_1_sequence.WB81
chr1	9534643	6
chr1	40822349	4
chr1	229168663	6
chr1	249250621	4
chr2	38813385	4
chr2	57855263	3
chr2	135265696	4
chr2	243199373	3
chr3	3303464	5
chr3	7907037	7
chr3	18556814	3
chr3	39793363	5
chr3	138904553	3
chr3	141680452	7
chr3	150922449	3
chr3	151949432	7
chr3	168995079	4
chr3	172874592	6
chr3	178000365	3
chr3	183364148	5
chr3	193590776	6
chr3	198022430	4
chr4	47677446	2
chr4	88226599	4
chr4	120027256	5
chr4	189901912	4
chr4	191154276	5
chr5	45331995	5
chr5	71521051	3
chr5	129182343	4
chr5	137808933	2
chr5	147777435	4
chr5	153973603	6
chr5	180915260	4
chr6	87623141	2
chr6	120819626	3
chr6	171115067	4
chr7	113519853	7
chr7	131674157	12
chr7	133201999	3
chr7	159138663	4
chr8	43245472	3
chr8	70743010	5
chr8	82137489	20
chr8	87087149	5
chr8	92569772	16
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	5
chr8	121027359	30
chr8	124755896	54
chr8	129491443	15
chr8	146364022	3
chr9	41538656	2
chr9	140496186	3
chr9	141213431	4
chr10	29664624	4
chr10	33154694	2
chr10	56932638	4
chr10	61622470	7
chr10	70927191	5
chr10	77018987	7
chr10	80664309	9
chr10	82424542	6
chr10	113838025	2
chr10	135534747	3
chr11	135006516	4
chr12	13451323	4
chr12	28329772	3
chr12	116280249	4
chr12	133851895	2
chr13	95204175	3
chr13	111634121	5
chr13	115169878	6
chr14	45037603	5
chr14	57948243	3
chr14	85622471	5
chr14	92856073	7
chr14	107349540	3
chr15	40025877	4
chr15	45286035	3
chr15	102531392	4
chr16	61389952	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40246632	18
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	54226737	2
chr18	78077248	3
chr19	20217478	3
chr19	24058117	0
chr19	59128983	6
chr20	30040561	7
chr20	32692781	4
chr20	37791590	8
chr20	40914124	4
chr20	44489206	7
chr20	51009703	9
chr20	57510620	13
chr20	63025520	7
chr21	48129895	4
chr22	46547458	4
chr22	51304566	6
chrX	53635049	5
chrX	68798697	6
chrX	78177317	5
chrX	155270560	2
chrY	59373566	0
