CHR	END	s_5_1_sequence.WB63
chr1	7939801	4
chr1	40619461	3
chr1	151981988	4
chr1	231202447	6
chr1	249250621	4
chr2	133235952	5
chr2	243199373	3
chr3	4208224	5
chr3	8069832	9
chr3	12961075	3
chr3	36719757	5
chr3	39813565	9
chr3	138607478	3
chr3	142171212	6
chr3	150528265	3
chr3	168995079	5
chr3	172577693	9
chr3	178221204	3
chr3	183466731	5
chr3	192931009	7
chr3	197301580	5
chr3	198022430	3
chr4	6939147	3
chr4	45594123	2
chr4	48710795	3
chr4	93438061	4
chr4	120576424	5
chr4	191154276	4
chr5	1725113	6
chr5	46400542	4
chr5	129119846	2
chr5	137829388	1
chr5	147772435	4
chr5	154472756	5
chr5	180915260	3
chr6	8762073	2
chr6	26745477	6
chr6	32690672	3
chr6	34212663	6
chr6	62459597	3
chr6	88325477	2
chr6	120819626	3
chr6	171115067	5
chr7	113488261	7
chr7	128496507	13
chr7	131640831	11
chr7	133111770	3
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	48447446	8
chr8	51575367	3
chr8	71195766	4
chr8	82132478	24
chr8	87087149	4
chr8	92549687	13
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	5
chr8	120941267	29
chr8	124750763	54
chr8	129496443	12
chr8	137089564	3
chr8	140245759	2
chr8	146364022	4
chr9	40615560	3
chr9	141213431	4
chr10	29705890	4
chr10	33154694	2
chr10	57012808	4
chr10	58582894	9
chr10	71210261	6
chr10	81885840	8
chr10	113610161	2
chr10	135534747	3
chr11	112136913	5
chr11	135006516	6
chr12	7873311	5
chr12	29008053	3
chr12	116275221	4
chr12	123418724	2
chr12	133851895	4
chr13	95259673	3
chr13	115169878	6
chr14	85159226	4
chr14	92343342	10
chr14	107349540	3
chr15	102531392	4
chr16	61440121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39762207	14
chr17	60833702	2
chr17	76411505	5
chr17	81195210	7
chr18	32429918	3
chr18	48913806	2
chr18	51416461	1
chr18	54655251	2
chr18	78077248	3
chr19	20206987	3
chr19	24058117	0
chr19	59128983	3
chr20	25033780	8
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	58192623	14
chr20	63025520	7
chr21	48129895	4
chr22	51304566	2
chrX	73496121	4
chrX	155270560	2
chrY	59373566	0
