CHR	END	s_5_1_sequence.WB47
chr1	9534643	5
chr1	40584073	3
chr1	115620997	5
chr1	145824028	6
chr1	151981988	5
chr1	229153656	6
chr1	249250621	4
chr2	135210370	4
chr2	243199373	3
chr3	3178173	5
chr3	7799886	7
chr3	19119770	4
chr3	39778004	5
chr3	138607478	3
chr3	142166212	6
chr3	150922449	3
chr3	155546785	5
chr3	158166800	4
chr3	165311225	5
chr3	168995079	3
chr3	172588156	7
chr3	178010380	3
chr3	183364148	5
chr3	192403515	6
chr3	198022430	5
chr4	47682446	2
chr4	89293580	5
chr4	120616761	6
chr4	189901912	4
chr4	191154276	5
chr5	2738584	7
chr5	49448953	5
chr5	129182343	3
chr5	137803904	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	26035881	6
chr6	55749101	3
chr6	62444283	4
chr6	118593313	3
chr6	171115067	4
chr7	113519853	7
chr7	128481471	12
chr7	131640831	10
chr7	159138663	4
chr8	43260110	3
chr8	51000728	4
chr8	71180748	5
chr8	82137489	20
chr8	87087149	5
chr8	92632540	16
chr8	98533798	1
chr8	104691001	3
chr8	109401073	1
chr8	112486236	4
chr8	129390471	31
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29485174	4
chr10	33133854	2
chr10	56471406	4
chr10	61652646	7
chr10	70927191	5
chr10	76554517	7
chr10	80659309	9
chr10	82377336	6
chr10	113645217	2
chr10	134370147	3
chr10	135534747	4
chr11	135006516	4
chr12	2167087	4
chr12	7785244	5
chr12	28448072	3
chr12	117256263	4
chr12	123418724	2
chr12	133851895	3
chr13	95239256	3
chr13	115169878	5
chr14	45995753	5
chr14	49185273	3
chr14	53287700	4
chr14	57847629	3
chr14	85647481	5
chr14	92556056	7
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	39784479	17
chr17	60422378	2
chr17	81195210	6
chr18	31899760	3
chr18	48898435	2
chr18	51491692	1
chr18	54600233	2
chr18	78077248	3
chr19	20354650	3
chr19	24058117	0
chr19	59128983	5
chr20	30128878	7
chr20	32692781	4
chr20	37817914	9
chr20	40914124	5
chr20	44479122	7
chr20	51100068	10
chr20	57737436	14
chr20	63025520	7
chr21	48129895	3
chr22	46552494	4
chr22	51304566	7
chrX	74899962	5
chrX	102181300	2
chrX	104254362	4
chrX	155270560	2
chrY	59373566	0
