CHR	END	s_5_1_sequence.WB48
chr1	9110661	5
chr1	41134805	3
chr1	62785787	5
chr1	68957756	4
chr1	77750327	5
chr1	88527158	4
chr1	151956960	5
chr1	230031664	6
chr1	249250621	4
chr2	54160741	3
chr2	133235952	4
chr2	243199373	3
chr3	3183209	5
chr3	7938098	7
chr3	18615505	3
chr3	39783283	5
chr3	138607478	3
chr3	141649801	7
chr3	150922449	3
chr3	151949432	7
chr3	165397341	5
chr3	168995079	3
chr3	172588156	7
chr3	177980350	3
chr3	183444872	5
chr3	190818277	6
chr3	198022430	5
chr4	47875451	2
chr4	93438061	5
chr4	120984810	6
chr4	190430544	4
chr4	191154276	6
chr5	2698204	6
chr5	46400542	5
chr5	129114846	3
chr5	137814059	2
chr5	147792446	4
chr5	153938105	6
chr5	180915260	4
chr6	8829487	2
chr6	26869409	6
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	131645831	12
chr7	159138663	4
chr8	2332702	4
chr8	11510534	3
chr8	14494072	2
chr8	43245472	3
chr8	71145098	4
chr8	82132478	18
chr8	87087149	5
chr8	92627540	12
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120976466	28
chr8	124740763	50
chr8	129491443	16
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	30011435	4
chr10	33154694	2
chr10	57012808	4
chr10	61652646	7
chr10	70927191	5
chr10	82419542	7
chr10	112949838	2
chr10	135534747	3
chr11	135006516	4
chr12	6848959	4
chr12	28483444	3
chr12	116245005	4
chr12	123453861	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	46040695	5
chr14	57948243	3
chr14	85647481	5
chr14	92449096	7
chr14	107349540	3
chr15	102531392	4
chr16	31197405	4
chr16	46449035	5
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40514583	14
chr17	60422378	2
chr17	64174740	5
chr17	68793391	7
chr17	81195210	5
chr18	32439918	3
chr18	48913806	2
chr18	51491692	1
chr18	54625233	2
chr18	78077248	3
chr19	20406424	3
chr19	24058117	0
chr19	59128983	5
chr20	30093375	7
chr20	32692781	3
chr20	37332590	9
chr20	40914124	5
chr20	44469097	7
chr20	51100068	10
chr20	57535833	14
chr20	63025520	8
chr21	48129895	4
chr22	46547458	4
chr22	51304566	6
chrX	76899969	4
chrX	155270560	2
chrY	59373566	0
