CHR	END	s_5_1_sequence.WB58
chr1	9534643	5
chr1	40599249	3
chr1	118207588	5
chr1	147001713	6
chr1	152032155	4
chr1	229066161	6
chr1	249250621	4
chr2	133235952	4
chr2	243199373	3
chr3	4208224	5
chr3	8029649	8
chr3	12961075	3
chr3	27921841	4
chr3	35165865	5
chr3	39773004	6
chr3	138607478	3
chr3	142149894	4
chr3	150902300	3
chr3	156399456	4
chr3	168995079	3
chr3	172588156	8
chr3	177980350	3
chr3	182798386	4
chr3	198022430	5
chr4	47692446	2
chr4	88776844	4
chr4	120954488	5
chr4	191154276	3
chr5	45360841	5
chr5	128630744	3
chr5	137808933	2
chr5	147787446	4
chr5	153973603	6
chr5	180915260	4
chr6	8808757	2
chr6	27444545	6
chr6	120301813	3
chr6	171115067	4
chr7	54439144	7
chr7	81842054	6
chr7	113519853	7
chr7	131660831	11
chr7	133096221	3
chr7	159138663	4
chr8	71260929	3
chr8	82137489	22
chr8	87087149	4
chr8	92501460	13
chr8	112486236	2
chr8	120971442	33
chr8	124750763	54
chr8	129496443	15
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29888114	4
chr10	33154694	2
chr10	57019293	4
chr10	61677786	7
chr10	70927191	5
chr10	82357258	7
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	7929793	4
chr12	28998053	3
chr12	116255121	4
chr12	123963410	2
chr12	133851895	3
chr13	94694032	2
chr13	115169878	5
chr14	45203679	5
chr14	57948243	3
chr14	85622471	5
chr14	92343342	9
chr14	107349540	3
chr15	70396188	4
chr15	102531392	3
chr16	3290922	2
chr16	60446981	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39861002	17
chr17	60422378	2
chr17	81195210	5
chr18	31899760	3
chr18	53706588	2
chr18	78077248	3
chr19	20291275	3
chr19	24058117	0
chr19	59128983	4
chr20	30123807	7
chr20	32692781	4
chr20	37822915	9
chr20	40914124	4
chr20	44479122	7
chr20	51100068	10
chr20	57701840	14
chr20	63025520	7
chr21	48129895	4
chr22	46557503	4
chr22	51304566	5
chrX	74857710	4
chrX	134320957	2
chrX	155270560	3
chrY	59373566	0
