CHR	END	s_5_1_sequence.WB75
chr1	9708578	5
chr1	40533289	3
chr1	156165562	5
chr1	229668030	6
chr1	249250621	4
chr2	133230833	4
chr2	241477189	3
chr2	243199373	4
chr3	8333304	6
chr3	12961075	3
chr3	39699052	5
chr3	138052576	3
chr3	142144882	6
chr3	150922449	3
chr3	156563415	6
chr3	158166800	3
chr3	165397341	6
chr3	168995079	3
chr3	172588156	7
chr3	177898506	3
chr3	182341785	6
chr3	193083313	8
chr3	198022430	5
chr4	47697594	2
chr4	120924023	5
chr4	190390740	4
chr4	191154276	6
chr5	45355841	4
chr5	137839608	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8834488	2
chr6	26035881	6
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	115063137	15
chr7	125866615	11
chr7	127931539	14
chr7	131645831	10
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	70743010	4
chr8	82127478	19
chr8	87598193	5
chr8	92612514	14
chr8	98528798	1
chr8	104696001	3
chr8	109406073	1
chr8	112486236	5
chr8	129415495	30
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29334490	4
chr10	33154694	2
chr10	56977638	4
chr10	61657682	7
chr10	70927191	6
chr10	77008898	7
chr10	80523773	10
chr10	82273835	6
chr10	117640048	2
chr10	135534747	3
chr11	135006516	4
chr12	11830370	4
chr12	28674411	3
chr12	116245005	4
chr12	123963410	2
chr12	133851895	4
chr13	94749122	4
chr13	115169878	6
chr14	45357063	5
chr14	57948243	3
chr14	85662986	5
chr14	92586293	7
chr14	107349540	3
chr15	102531392	4
chr16	31207413	4
chr16	34212036	5
chr16	61568020	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	7
chr17	37190590	2
chr17	40550118	16
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	48913806	2
chr18	53701588	1
chr18	78077248	3
chr19	20406424	3
chr19	24058117	0
chr19	59128983	5
chr20	30128878	7
chr20	32692781	3
chr20	37837944	7
chr20	40914124	4
chr20	44489206	8
chr20	51100068	10
chr20	57737436	13
chr20	63025520	7
chr21	48129895	4
chr22	46572742	4
chr22	51304566	6
chrX	47630328	4
chrX	75116038	5
chrX	91458426	3
chrX	155270560	2
chrY	59373566	0
