CHR	END	s_5_1_sequence.WB91
chr1	8774845	5
chr1	40619461	3
chr1	151794990	5
chr1	229163663	6
chr1	249250621	4
chr2	133235952	4
chr2	236507122	3
chr2	243199373	4
chr3	4454017	5
chr3	7943144	7
chr3	18570398	3
chr3	40352987	5
chr3	138607478	3
chr3	141654882	7
chr3	150922449	3
chr3	155577336	5
chr3	158166800	3
chr3	165397341	6
chr3	168954886	3
chr3	172588156	7
chr3	177929516	3
chr3	182849966	5
chr3	192827998	7
chr3	198022430	4
chr4	48710795	2
chr4	58913457	6
chr4	92391344	4
chr4	120702621	5
chr4	156304941	3
chr4	177787761	4
chr4	191154276	2
chr5	13570733	4
chr5	16286129	3
chr5	46350721	4
chr5	137956562	2
chr5	147792446	4
chr5	153983665	6
chr5	180915260	4
chr6	8859531	2
chr6	27282951	6
chr6	120201003	3
chr6	171115067	4
chr7	113519853	7
chr7	131669157	12
chr7	159138663	4
chr8	42232929	3
chr8	71175722	4
chr8	82127478	19
chr8	87087149	3
chr8	92569772	11
chr8	98513134	1
chr8	104746037	3
chr8	109380028	1
chr8	112486236	5
chr8	120971442	25
chr8	124730761	51
chr8	129496443	11
chr8	137240553	4
chr8	141799207	2
chr8	146364022	4
chr9	38092565	3
chr9	141213431	4
chr10	29690791	4
chr10	33154694	2
chr10	57029426	4
chr10	58547734	9
chr10	75560053	6
chr10	82273835	9
chr10	113036148	2
chr10	135534747	3
chr11	135006516	4
chr12	10953638	4
chr12	27971976	3
chr12	116265151	4
chr12	126437047	2
chr12	133851895	4
chr13	32741319	3
chr13	63359254	4
chr13	86025886	3
chr13	95194152	5
chr13	111449219	6
chr13	115169878	8
chr14	84223733	4
chr14	92343342	7
chr14	107349540	3
chr15	102531392	4
chr16	61435121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39544412	13
chr17	60422378	2
chr17	81195210	6
chr18	32434918	3
chr18	49301723	2
chr18	51865733	1
chr18	54605233	2
chr18	58852532	3
chr18	78077248	4
chr19	20296374	3
chr19	24058117	0
chr19	59128983	4
chr20	21601532	8
chr20	25594348	9
chr20	32692781	4
chr20	37715784	9
chr20	40914124	5
chr20	44489206	8
chr20	51100068	10
chr20	57232865	14
chr20	63025520	7
chr21	48129895	3
chr22	46618241	3
chr22	51304566	4
chrX	47221644	4
chrX	74563366	5
chrX	78402041	4
chrX	155270560	2
chrY	59373566	0
