CHR	END	s_5_1_sequence.WB74
chr1	9534643	5
chr1	40619461	3
chr1	115328017	5
chr1	229168663	6
chr1	249250621	4
chr2	133718104	4
chr2	243199373	3
chr3	7341651	6
chr3	19104767	3
chr3	39803397	5
chr3	139129930	3
chr3	142108673	7
chr3	150922449	3
chr3	156076802	5
chr3	158166800	3
chr3	165397341	4
chr3	168995079	3
chr3	172829051	6
chr3	177716338	3
chr3	183364148	4
chr3	194587621	6
chr3	198022430	4
chr4	48710795	2
chr4	92318076	5
chr4	121423277	6
chr4	191154276	4
chr5	46395531	4
chr5	128669362	3
chr5	137870423	2
chr5	147782435	4
chr5	153988668	6
chr5	180915260	4
chr6	8859531	3
chr6	25220034	6
chr6	34207656	4
chr6	120301813	3
chr6	171115067	4
chr7	113478261	7
chr7	131645831	12
chr7	133338616	2
chr7	159138663	4
chr8	50038979	3
chr8	70743010	4
chr8	82127478	18
chr8	87087149	5
chr8	92687765	12
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	121017336	28
chr8	124725741	49
chr8	128987833	14
chr8	146364022	3
chr9	37981960	3
chr9	141213431	4
chr10	29791231	4
chr10	33154694	2
chr10	56952638	4
chr10	61642566	7
chr10	71104487	6
chr10	82263709	7
chr10	113132116	2
chr10	135534747	3
chr11	62474068	4
chr11	77354971	3
chr11	135006516	4
chr12	10881526	4
chr12	28483444	3
chr12	116265151	4
chr12	123453861	2
chr12	133851895	3
chr13	94689032	3
chr13	111634121	5
chr13	115169878	6
chr14	45118896	5
chr14	57867629	3
chr14	85607451	5
chr14	92343342	8
chr14	107349540	3
chr15	69370405	4
chr15	78322592	3
chr15	102531392	4
chr16	61394952	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40555299	15
chr17	60931352	2
chr17	81195210	6
chr18	32424918	3
chr18	48350804	2
chr18	51491692	1
chr18	54645251	2
chr18	78077248	3
chr19	20369991	3
chr19	24058117	0
chr19	59128983	4
chr20	25107410	7
chr20	33173973	4
chr20	37781588	9
chr20	40909123	4
chr20	44489206	7
chr20	51085009	10
chr20	57222662	14
chr20	63025520	7
chr21	48129895	4
chr22	47535704	4
chr22	51304566	5
chrX	47122744	4
chrX	67253357	5
chrX	75116038	4
chrX	78397040	3
chrX	134784170	2
chrX	155270560	3
chrY	59373566	0
