CHR	END	s_5_1_sequence.WB33
chr1	9181866	5
chr1	40503070	3
chr1	115605997	5
chr1	145746332	6
chr1	152078927	5
chr1	229168663	6
chr1	249250621	4
chr2	135295786	4
chr2	243199373	3
chr3	4208224	5
chr3	7994625	7
chr3	35682239	4
chr3	39813565	7
chr3	139107811	3
chr3	141508429	7
chr3	150411516	3
chr3	165241259	5
chr3	168995079	3
chr3	172588156	6
chr3	177716338	3
chr3	183439831	5
chr3	193078309	6
chr3	198022430	5
chr4	47717997	2
chr4	88776844	5
chr4	119175267	6
chr4	189901912	4
chr4	191154276	5
chr5	45376468	4
chr5	137956562	2
chr5	147792446	4
chr5	154477842	6
chr5	180915260	4
chr6	8859531	2
chr6	27439526	5
chr6	120301813	3
chr6	171115067	4
chr7	113509688	7
chr7	131655831	12
chr7	159138663	4
chr8	42237929	3
chr8	71175722	4
chr8	82122478	20
chr8	87087149	6
chr8	92612514	14
chr8	98533798	1
chr8	104761982	3
chr8	107846783	1
chr8	112486236	3
chr8	129340034	31
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29485174	4
chr10	33154694	2
chr10	57012808	4
chr10	61677786	7
chr10	71432279	5
chr10	82326747	8
chr10	113010944	2
chr10	135534747	3
chr11	135006516	4
chr12	13409171	4
chr12	28153770	3
chr12	108039804	4
chr12	111208865	3
chr12	116204781	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45970538	5
chr14	57948243	4
chr14	85662986	5
chr14	92423885	8
chr14	107349540	3
chr15	102531392	4
chr16	2634890	3
chr16	28498172	4
chr16	31187275	3
chr16	46416443	5
chr16	60666251	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	40565327	15
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	48893412	2
chr18	51451543	1
chr18	54494884	2
chr18	78077248	3
chr19	20349599	3
chr19	24058117	0
chr19	59128983	5
chr20	30093375	8
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	57525833	15
chr20	63025520	8
chr21	48129895	4
chr22	46567629	4
chr22	51304566	6
chrX	50671682	4
chrX	66715884	5
chrX	78319823	4
chrX	155270560	2
chrY	59373566	0
