CHR	END	s_5_1_sequence.WB86
chr1	9713578	5
chr1	40736190	3
chr1	51843000	5
chr1	56070557	3
chr1	156022631	5
chr1	229678060	6
chr1	249250621	4
chr2	133143710	4
chr2	243199373	3
chr3	6821519	5
chr3	18615505	3
chr3	24342130	5
chr3	27715094	4
chr3	39813565	5
chr3	138607478	3
chr3	142176423	6
chr3	150922449	3
chr3	155521062	5
chr3	168995079	4
chr3	172577693	6
chr3	177975350	3
chr3	184242902	5
chr3	193068301	6
chr3	198022430	4
chr4	47677446	2
chr4	88581342	3
chr4	120027256	4
chr4	121552406	3
chr4	189901912	2
chr4	191154276	5
chr5	14561674	5
chr5	27381845	4
chr5	49487937	5
chr5	64544327	2
chr5	129182343	3
chr5	137839608	2
chr5	148309095	4
chr5	154497930	6
chr5	180915260	4
chr6	8819193	2
chr6	25073768	6
chr6	120819626	3
chr6	171115067	4
chr7	56621793	7
chr7	82849552	5
chr7	113519853	7
chr7	127921411	12
chr7	131655831	9
chr7	159138663	4
chr8	70743010	3
chr8	82132478	16
chr8	87598193	6
chr8	92682765	13
chr8	112486236	2
chr8	129330034	26
chr8	137240553	3
chr8	139801098	1
chr8	146364022	4
chr9	5842828	3
chr9	13569280	1
chr9	41538656	3
chr9	141213431	4
chr10	5692074	4
chr10	27422382	3
chr10	29991164	4
chr10	33122643	2
chr10	57007786	4
chr10	59074012	7
chr10	73459332	5
chr10	82221862	8
chr10	107839683	2
chr10	110540353	1
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	13446307	4
chr12	28483444	3
chr12	107984609	4
chr12	112737603	3
chr12	116159679	4
chr12	123963410	2
chr12	133851895	3
chr13	24516076	2
chr13	60218406	3
chr13	76210838	2
chr13	92422670	3
chr13	95239256	2
chr13	115169878	5
chr14	29914807	5
chr14	36637201	4
chr14	45980613	5
chr14	57948243	3
chr14	80553238	5
chr14	92825935	7
chr14	102397136	3
chr14	107349540	2
chr15	102531392	4
chr16	61460392	4
chr16	67644529	2
chr16	70386535	1
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	39789793	15
chr17	60422378	2
chr17	81195210	6
chr18	28805929	3
chr18	39388918	2
chr18	54172101	1
chr18	58347221	2
chr18	78077248	3
chr19	20222505	3
chr19	24058117	0
chr19	59128983	5
chr20	30133905	7
chr20	32692781	4
chr20	37837944	9
chr20	41163351	4
chr20	44489206	8
chr20	51100068	10
chr20	57232865	13
chr20	63025520	7
chr21	32136266	4
chr21	42362241	3
chr21	48129895	4
chr22	47566144	3
chr22	51304566	5
chrX	74528143	4
chrX	78397040	3
chrX	155270560	2
chrY	59373566	0
