CHR	END	s_5_1_sequence.WB15
chr1	9580792	5
chr1	40548649	3
chr1	151981988	5
chr1	229163663	6
chr1	249250621	4
chr2	133235952	4
chr2	243199373	3
chr3	3203218	5
chr3	7994625	7
chr3	19119770	3
chr3	39793363	5
chr3	138607478	3
chr3	141629583	7
chr3	150350986	3
chr3	165377068	5
chr3	168995079	3
chr3	172588156	7
chr3	177975350	3
chr3	183434828	5
chr3	193001532	7
chr3	198022430	5
chr4	48710795	2
chr4	88781844	5
chr4	121139338	6
chr4	189901912	4
chr4	191154276	5
chr5	45370965	5
chr5	128669362	3
chr5	137875547	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8849502	2
chr6	24846771	6
chr6	34155883	4
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	128486471	12
chr7	131640831	10
chr7	159138663	4
chr8	43197604	3
chr8	50545086	4
chr8	70743010	5
chr8	82137489	21
chr8	87087149	6
chr8	92602514	17
chr8	98503026	1
chr8	104686001	3
chr8	109406073	1
chr8	112486236	4
chr8	120976466	31
chr8	124755896	56
chr8	128987833	18
chr8	131456642	6
chr8	142373059	3
chr8	146364022	4
chr9	38006996	3
chr9	141213431	4
chr10	29996212	4
chr10	33154694	2
chr10	56997724	4
chr10	61677786	7
chr10	70927191	6
chr10	82211786	8
chr10	113081663	2
chr10	135534747	3
chr11	135006516	4
chr12	1556958	4
chr12	7294900	5
chr12	10846318	4
chr12	28993014	3
chr12	116265151	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	44988098	5
chr14	57948243	3
chr14	85637481	5
chr14	92700659	8
chr14	107349540	3
chr15	102531392	4
chr16	3693396	3
chr16	31207413	4
chr16	46429647	6
chr16	61435121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40550118	18
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	48913806	2
chr18	51481560	1
chr18	53671057	2
chr18	78077248	3
chr19	20354650	3
chr19	24058117	0
chr19	59128983	5
chr20	30103616	8
chr20	32692781	4
chr20	37822915	9
chr20	40914124	4
chr20	44489206	7
chr20	51100068	11
chr20	57232865	15
chr20	63025520	7
chr21	48129895	4
chr22	46552494	4
chr22	51304566	6
chrX	74184254	5
chrX	78381914	3
chrX	101416534	2
chrX	104018869	3
chrX	155270560	2
chrY	59373566	0
