CHR	END	s_5_1_sequence.WB18
chr1	8850876	5
chr1	40558684	3
chr1	152530733	5
chr1	229163663	6
chr1	249250621	4
chr2	133159324	4
chr2	243199373	3
chr3	4203028	5
chr3	7932055	7
chr3	19064257	3
chr3	24357130	6
chr3	35165865	4
chr3	39813565	6
chr3	138978984	3
chr3	141548943	7
chr3	150922449	3
chr3	172588156	5
chr3	178151139	3
chr3	183364148	5
chr3	194607621	7
chr3	198022430	4
chr4	48700651	2
chr4	58435748	6
chr4	92379269	4
chr4	119957406	5
chr4	122013203	4
chr4	179268907	3
chr4	190430544	2
chr4	191154276	4
chr5	7361815	5
chr5	49523669	4
chr5	137824388	2
chr5	147757435	4
chr5	153943303	7
chr5	180915260	4
chr6	8859531	2
chr6	25749113	6
chr6	34212663	4
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	128441285	12
chr7	131645831	9
chr7	133444158	3
chr7	159138663	4
chr8	2332702	4
chr8	42482445	3
chr8	70734375	4
chr8	82137489	19
chr8	87087149	4
chr8	92313550	12
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120956358	26
chr8	124750763	50
chr8	129486443	11
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	30011435	4
chr10	33154694	2
chr10	57012808	4
chr10	59099195	9
chr10	70927191	6
chr10	82258709	8
chr10	113213880	2
chr10	135534747	3
chr11	135006516	4
chr12	13461344	4
chr12	28483444	3
chr12	116245005	4
chr12	123963410	2
chr12	133851895	3
chr13	34063259	3
chr13	63837887	4
chr13	87068939	3
chr13	91151236	5
chr13	115169878	6
chr14	85652505	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28885000	6
chr17	31087811	2
chr17	33628649	3
chr17	37190590	2
chr17	39605306	14
chr17	60843736	2
chr17	81195210	5
chr18	32947571	3
chr18	48903628	2
chr18	51491692	1
chr18	54509940	2
chr18	58342221	3
chr18	78077248	4
chr19	20338200	3
chr19	24058117	0
chr19	59128983	5
chr20	30088287	7
chr20	33143872	4
chr20	37837944	8
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	57545884	14
chr20	63025520	7
chr21	48129895	3
chr22	46638540	3
chr22	51304566	5
chrX	47482020	4
chrX	75010105	5
chrX	155270560	2
chrY	59373566	0
