CHR	END	s_5_1_sequence.WB76
chr1	9519569	5
chr1	40419262	3
chr1	150969634	5
chr1	229158656	6
chr1	249250621	4
chr2	133220833	4
chr2	243199373	3
chr3	3198217	5
chr3	8333304	6
chr3	18511798	3
chr3	39757288	5
chr3	138092641	3
chr3	141558983	5
chr3	150922449	3
chr3	151949432	7
chr3	168995079	4
chr3	173047217	7
chr3	178161153	3
chr3	183623807	5
chr3	193073303	6
chr3	198022430	5
chr4	48695586	2
chr4	121658634	5
chr4	190430544	4
chr4	191154276	5
chr5	45331995	4
chr5	128593008	3
chr5	137956562	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8849502	2
chr6	25910148	6
chr6	34181758	4
chr6	120301813	3
chr6	171115067	4
chr7	7053992	6
chr7	62192966	7
chr7	83851966	6
chr7	113519853	7
chr7	128446285	12
chr7	131635815	10
chr7	159138663	4
chr8	42253212	3
chr8	70743010	4
chr8	82137489	18
chr8	87087149	5
chr8	92632540	12
chr8	98523261	1
chr8	104761982	3
chr8	107846783	1
chr8	112486236	3
chr8	129390471	29
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29685712	4
chr10	33154694	2
chr10	56947638	4
chr10	59084195	8
chr10	70927191	6
chr10	82248545	7
chr10	112974865	2
chr10	135534747	3
chr11	135006516	4
chr12	7398936	4
chr12	28483444	3
chr12	116204781	4
chr12	123895814	2
chr12	133851895	3
chr13	95259673	3
chr13	115169878	5
chr14	45975608	5
chr14	57948243	3
chr14	85622471	5
chr14	92343342	7
chr14	107349540	3
chr15	102531392	4
chr16	48568212	5
chr16	61527000	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40256635	15
chr17	60422378	2
chr17	81195210	5
chr18	32434918	3
chr18	48882985	2
chr18	51491692	1
chr18	54680337	2
chr18	78077248	3
chr19	20222505	3
chr19	24058117	0
chr19	59128983	5
chr20	30154147	7
chr20	32687740	4
chr20	37837944	9
chr20	40914124	4
chr20	44489206	8
chr20	51100068	10
chr20	57515702	13
chr20	63025520	8
chr21	48129895	4
chr22	46547458	4
chr22	51304566	5
chrX	55801047	4
chrX	69362618	5
chrX	78307458	4
chrX	155270560	2
chrY	59373566	0
