CHR	END	s_5_1_sequence.WB7
chr1	9544767	5
chr1	40619461	3
chr1	151442086	5
chr1	229168663	6
chr1	249250621	4
chr2	133204420	4
chr2	239272949	3
chr2	243199373	4
chr3	8298145	6
chr3	19596463	4
chr3	39731393	5
chr3	138607478	3
chr3	141181302	7
chr3	150821859	3
chr3	164385567	5
chr3	168990041	3
chr3	172588156	7
chr3	177838437	3
chr3	182824632	4
chr3	194099809	6
chr3	198022430	5
chr4	48695586	2
chr4	87733528	5
chr4	120027256	6
chr4	188865685	4
chr4	191154276	5
chr5	46400542	5
chr5	128664362	3
chr5	137895787	2
chr5	147772435	5
chr5	154477842	6
chr5	180915260	4
chr6	8859531	2
chr6	24271407	6
chr6	27461594	4
chr6	32690672	3
chr6	34176250	6
chr6	118900953	3
chr6	166434215	4
chr6	171115067	5
chr7	62224096	7
chr7	84401391	6
chr7	113509688	7
chr7	128486471	12
chr7	131660831	10
chr7	133116770	2
chr7	159138663	4
chr8	43235469	3
chr8	70743010	5
chr8	82132478	20
chr8	87087149	6
chr8	92531972	17
chr8	98533798	1
chr8	104721014	3
chr8	109395445	1
chr8	112486236	4
chr8	129269990	32
chr8	137240553	3
chr8	142373059	2
chr8	146364022	4
chr9	41538656	3
chr9	141213431	4
chr10	29617020	4
chr10	33620613	2
chr10	57034426	4
chr10	61642566	7
chr10	70927191	5
chr10	82414542	7
chr10	112979866	2
chr10	135534747	3
chr11	113889364	4
chr11	135006516	5
chr12	7857685	5
chr12	27820672	3
chr12	116275221	4
chr12	124719934	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	46000753	5
chr14	57948243	3
chr14	85662986	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61455121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39804983	18
chr17	60422378	2
chr17	81195210	6
chr18	31382896	3
chr18	48827950	2
chr18	51486560	1
chr18	53706588	2
chr18	78077248	3
chr19	18668401	3
chr19	20488874	1
chr19	24058117	0
chr19	59128983	5
chr20	30113704	7
chr20	32692781	3
chr20	37786589	8
chr20	40914124	5
chr20	44474121	8
chr20	51100068	10
chr20	57232865	13
chr20	63025520	7
chr21	48129895	4
chr22	47540938	4
chr22	51304566	7
chrX	44049103	5
chrX	74966624	6
chrX	155270560	2
chrY	59373566	0
