CHR	END	s_5_1_sequence.WB88
chr1	9713578	5
chr1	40619461	3
chr1	151981988	5
chr1	229168663	6
chr1	249250621	4
chr2	133235952	4
chr2	243199373	3
chr3	4208224	5
chr3	8014629	7
chr3	18575399	3
chr3	39783283	5
chr3	138607478	3
chr3	141181302	7
chr3	150720622	3
chr3	165356357	5
chr3	168995079	3
chr3	172577693	7
chr3	178075492	3
chr3	183756102	5
chr3	193590776	6
chr3	198022430	5
chr4	47707620	2
chr4	87738536	5
chr4	103283444	6
chr4	105908273	5
chr4	120581424	6
chr4	190430544	4
chr4	191154276	6
chr5	6833630	6
chr5	49684340	5
chr5	128973926	3
chr5	137753336	2
chr5	147792446	4
chr5	154935339	6
chr5	180915260	4
chr6	8859531	2
chr6	24632155	6
chr6	27363602	5
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	131674157	11
chr7	133514217	3
chr7	159138663	4
chr8	42227880	3
chr8	50990334	4
chr8	71260929	5
chr8	82132478	21
chr8	87087149	6
chr8	92521972	17
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	129370332	31
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29736992	4
chr10	33154694	2
chr10	56962638	4
chr10	61657682	7
chr10	70927191	5
chr10	82268797	8
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	6838764	5
chr12	13461344	4
chr12	28360972	3
chr12	107566080	4
chr12	112737603	3
chr12	116280249	4
chr12	124233736	2
chr12	133851895	4
chr13	95239256	3
chr13	112115872	5
chr13	115169878	7
chr14	44998098	5
chr14	57948243	3
chr14	85662986	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61420121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39762207	18
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	48913806	2
chr18	51491692	1
chr18	54705578	2
chr18	78077248	3
chr19	20258929	3
chr19	24058117	0
chr19	59128983	3
chr20	25043780	8
chr20	32692781	4
chr20	37812913	9
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	57525833	15
chr20	63025520	7
chr21	48129895	4
chr22	46577793	4
chr22	51304566	6
chrX	47101676	5
chrX	68748573	6
chrX	75116038	5
chrX	78366083	3
chrX	155270560	2
chrY	59373566	0
