CHR	END	s_5_1_sequence.WB46
chr1	8693348	5
chr1	40619461	3
chr1	151961974	5
chr1	229138559	6
chr1	249250621	4
chr2	131773366	3
chr2	243199373	2
chr3	3183209	5
chr3	8338305	7
chr3	18600505	3
chr3	39798363	5
chr3	138607478	3
chr3	142057693	7
chr3	150376330	3
chr3	173092420	5
chr3	177868501	3
chr3	180297876	4
chr3	195121117	6
chr3	198022430	4
chr4	47677446	2
chr4	91344871	3
chr4	103800817	4
chr4	105928326	2
chr4	120616761	4
chr4	189901912	2
chr4	191154276	5
chr5	49568236	5
chr5	128608008	3
chr5	137956562	2
chr5	147782435	4
chr5	153988668	6
chr5	180915260	4
chr6	8834488	2
chr6	27409263	5
chr6	120286813	3
chr6	171115067	4
chr7	113519853	8
chr7	126945739	15
chr7	131645831	12
chr7	133686456	3
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	71170134	4
chr8	82122478	19
chr8	87087149	5
chr8	92607514	13
chr8	112486236	2
chr8	121183356	29
chr8	124755896	52
chr8	128987833	16
chr8	146364022	3
chr9	40696192	3
chr9	141213431	4
chr10	29814041	3
chr10	33154694	2
chr10	57002786	3
chr10	61677786	5
chr10	67818308	4
chr10	82382336	5
chr10	113066663	2
chr10	135534747	3
chr11	135006516	4
chr12	1994048	3
chr12	6344665	5
chr12	28483444	3
chr12	116265151	4
chr12	123453861	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45874111	5
chr14	57948243	3
chr14	85662986	5
chr14	92408749	8
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	4432979	1
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39840532	14
chr17	60422378	2
chr17	81195210	6
chr18	32434918	3
chr18	48913806	2
chr18	51491692	1
chr18	54730858	2
chr18	78077248	3
chr19	20182904	3
chr19	24058117	0
chr19	59128983	5
chr20	30098521	7
chr20	32692781	4
chr20	37801592	8
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	57217506	14
chr20	63025520	7
chr21	48129895	4
chr22	46567629	3
chr22	51304566	6
chrX	78008100	4
chrX	155270560	2
chrY	59373566	0
