CHR	END	s_5_1_sequence.WB77
chr1	9652445	5
chr1	40893047	3
chr1	151981988	5
chr1	229133522	6
chr1	249250621	4
chr2	134767553	4
chr2	243199373	3
chr3	8303243	6
chr3	19059246	3
chr3	40314742	5
chr3	88393029	3
chr3	98583491	4
chr3	138607478	3
chr3	141680452	7
chr3	150791761	3
chr3	172567679	5
chr3	178075492	3
chr3	184348417	5
chr3	193265649	7
chr3	198022430	5
chr4	48710795	2
chr4	58958498	6
chr4	91344871	4
chr4	120616761	5
chr4	146156661	3
chr4	190430544	2
chr4	191154276	4
chr5	14043657	4
chr5	16230049	3
chr5	49789839	4
chr5	137819262	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	24622093	6
chr6	27449545	4
chr6	120271605	3
chr6	171115067	4
chr7	71886148	6
chr7	77488726	5
chr7	113519853	7
chr7	128446285	12
chr7	131640831	9
chr7	159138663	4
chr8	1787779	4
chr8	43240469	3
chr8	71170134	4
chr8	82137489	17
chr8	87087149	4
chr8	92506505	10
chr8	112486236	2
chr8	120976466	24
chr8	124740763	46
chr8	129491443	11
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29797337	4
chr10	33154694	2
chr10	57019293	4
chr10	62699536	7
chr10	72054729	5
chr10	82226862	7
chr10	113031148	2
chr10	135534747	3
chr11	135006516	4
chr12	9672945	4
chr12	34139138	3
chr12	108059906	4
chr12	111047044	3
chr12	116229863	4
chr12	123963410	2
chr12	133851895	3
chr13	22943980	4
chr13	33548399	3
chr13	37346993	4
chr13	63304197	3
chr13	87068939	2
chr13	95259673	4
chr13	110607063	5
chr13	115169878	6
chr14	84173733	4
chr14	92343342	7
chr14	107349540	3
chr15	102531392	4
chr16	61435121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39757087	12
chr17	60976497	2
chr17	81195210	5
chr18	31955022	3
chr18	48913806	2
chr18	51411461	1
chr18	54484884	2
chr18	60914174	3
chr18	78077248	4
chr19	19770767	3
chr19	24058117	0
chr19	59128983	4
chr20	30108652	7
chr20	32692781	3
chr20	37837944	8
chr20	40914124	4
chr20	44489206	7
chr20	51100068	10
chr20	58217675	13
chr20	63025520	6
chr21	48129895	3
chr22	46567629	3
chr22	51304566	5
chrX	74552807	4
chrX	78417055	3
chrX	155270560	2
chrY	59373566	0
