CHR	END	s_5_1_sequence.WB45
chr1	9682755	5
chr1	40589142	3
chr1	151931618	5
chr1	229138559	6
chr1	249250621	4
chr2	133076966	4
chr2	238465009	3
chr2	243199373	4
chr3	7331649	6
chr3	19145774	3
chr3	39793363	5
chr3	138607478	3
chr3	141181302	8
chr3	150922449	3
chr3	168995079	5
chr3	172859172	7
chr3	178045450	3
chr3	183394380	5
chr3	193063301	7
chr3	198022430	5
chr4	47702594	2
chr4	88781844	5
chr4	120616761	6
chr4	191154276	4
chr5	10017910	6
chr5	49472733	5
chr5	128669362	3
chr5	137956562	2
chr5	142566346	5
chr5	147792446	4
chr5	153983665	6
chr5	180915260	4
chr6	8839493	2
chr6	25849583	6
chr6	34160922	4
chr6	120819626	3
chr6	171115067	4
chr7	56616604	7
chr7	65607930	5
chr7	72809051	7
chr7	83866966	6
chr7	113519853	7
chr7	131640831	12
chr7	133590299	3
chr7	159138663	4
chr8	2316003	4
chr8	43158260	3
chr8	71170134	4
chr8	82127478	20
chr8	87087149	5
chr8	92652544	12
chr8	98523261	1
chr8	104761982	3
chr8	107846783	1
chr8	112486236	3
chr8	121002245	30
chr8	124710520	51
chr8	129491443	14
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29763357	4
chr10	33154694	2
chr10	57029426	4
chr10	61647584	7
chr10	70856069	6
chr10	77074817	7
chr10	82236886	8
chr10	113132116	2
chr10	132153037	3
chr10	135534747	4
chr11	135006516	4
chr12	11623530	4
chr12	28289224	3
chr12	116265151	4
chr12	124461070	2
chr12	133851895	4
chr13	94749122	3
chr13	111469274	5
chr13	115169878	6
chr14	45047660	5
chr14	57948243	3
chr14	85652505	5
chr14	92566128	8
chr14	107349540	3
chr15	69410540	4
chr15	102531392	3
chr16	61404965	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39773520	15
chr17	60422378	2
chr17	81195210	6
chr18	31899760	3
chr18	48350804	2
chr18	50854716	1
chr18	54730858	2
chr18	78077248	3
chr19	20344500	3
chr19	24058117	0
chr19	59128983	5
chr20	30118794	7
chr20	32692781	5
chr20	37837944	9
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	57732436	14
chr20	63025520	8
chr21	48129895	4
chr22	46567629	4
chr22	51304566	7
chrX	77376956	4
chrX	134649699	2
chrX	155270560	3
chrY	59373566	0
