CHR	END	s_5_1_sequence.WB40
chr1	9534643	5
chr1	40508089	3
chr1	116544075	5
chr1	229168663	6
chr1	249250621	4
chr2	135295786	4
chr2	241951302	3
chr2	243199373	4
chr3	8333304	6
chr3	18615505	3
chr3	39767512	5
chr3	128578465	3
chr3	138607478	2
chr3	141670324	6
chr3	150922449	2
chr3	165397341	4
chr3	168995079	2
chr3	172588156	5
chr3	177913512	2
chr3	184353487	4
chr3	190516079	6
chr3	198022430	4
chr4	48700651	2
chr4	88781844	5
chr4	120803018	6
chr4	191154276	4
chr5	129187343	3
chr5	137931372	2
chr5	147792446	4
chr5	154472756	6
chr5	178099924	4
chr5	180915260	3
chr6	8757072	2
chr6	24306944	6
chr6	27461594	5
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	128471471	12
chr7	131640831	10
chr7	159138663	4
chr8	42258297	3
chr8	71260929	4
chr8	82127478	19
chr8	87087149	5
chr8	92549687	13
chr8	98533798	1
chr8	104761982	3
chr8	109385028	1
chr8	112486236	4
chr8	121022351	29
chr8	124755896	53
chr8	129496443	12
chr8	137225288	3
chr8	142234778	2
chr8	146364022	4
chr9	40739817	3
chr9	141213431	4
chr10	29339490	3
chr10	33104214	2
chr10	37836737	3
chr10	47599558	4
chr10	57034426	3
chr10	58993112	5
chr10	73459332	4
chr10	82263709	6
chr10	112918729	2
chr10	135534747	3
chr11	135006516	4
chr12	10811210	4
chr12	28483444	3
chr12	116270151	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	46025387	5
chr14	57928085	3
chr14	85627471	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	7
chr17	37190590	2
chr17	39762207	17
chr17	60422378	2
chr17	81195210	5
chr18	33986864	3
chr18	48370977	2
chr18	51491692	1
chr18	54630233	2
chr18	78077248	3
chr19	20222505	3
chr19	24058117	0
chr19	59128983	5
chr20	30128878	8
chr20	32617115	4
chr20	37837944	7
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	57232865	14
chr20	63025520	7
chr21	48129895	3
chr22	46552494	4
chr22	51304566	6
chrX	53597485	4
chrX	68829002	5
chrX	77900988	4
chrX	155270560	2
chrY	59373566	0
