CHR	END	s_5_1_sequence.WB3
chr1	9631717	5
chr1	40817296	3
chr1	151708907	5
chr1	229678060	6
chr1	249250621	4
chr2	133204420	4
chr2	243199373	3
chr3	4208224	5
chr3	7968564	7
chr3	19129770	3
chr3	24357130	5
chr3	27456181	4
chr3	37734906	5
chr3	39731393	7
chr3	138607478	3
chr3	141986719	7
chr3	150922449	3
chr3	168990041	4
chr3	172588156	7
chr3	178015383	3
chr3	182849966	5
chr3	194079689	6
chr3	198022430	4
chr4	48685499	2
chr4	92898328	5
chr4	103800817	6
chr4	105407005	4
chr4	119327118	6
chr4	190430544	4
chr4	191154276	6
chr5	45347233	5
chr5	128649313	3
chr5	137839608	2
chr5	147792446	4
chr5	154452360	6
chr5	180915260	4
chr6	8859531	2
chr6	24704814	6
chr6	27434503	5
chr6	120819626	3
chr6	171115067	4
chr7	70866720	7
chr7	83851966	6
chr7	113519853	7
chr7	131640831	12
chr7	133166899	2
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	70743010	4
chr8	82127478	19
chr8	87087149	5
chr8	92627540	12
chr8	98533798	1
chr8	104761982	2
chr8	109406073	1
chr8	112486236	4
chr8	129410491	28
chr8	131572324	5
chr8	142363059	3
chr8	146364022	5
chr9	37991960	3
chr9	141213431	4
chr10	29705890	4
chr10	33154694	2
chr10	56997724	4
chr10	61657682	7
chr10	71154781	6
chr10	82273835	8
chr10	113046432	2
chr10	133016152	3
chr10	135534747	4
chr11	135006516	4
chr12	10791078	4
chr12	28483444	3
chr12	108117372	4
chr12	111208865	3
chr12	116234935	4
chr12	124228631	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45953152	5
chr14	57948243	3
chr14	85597418	5
chr14	92464203	7
chr14	107349540	3
chr15	102531392	4
chr16	31207413	4
chr16	34280318	6
chr16	61440121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40211043	15
chr17	60422378	2
chr17	71766673	6
chr17	81195210	4
chr18	32510107	3
chr18	48913806	2
chr18	51491692	1
chr18	54670256	2
chr18	78077248	3
chr19	13510403	2
chr19	20222505	3
chr19	24058117	0
chr19	59128983	5
chr20	30138939	7
chr20	32692781	4
chr20	37837944	7
chr20	40803516	4
chr20	44479122	7
chr20	51069979	9
chr20	57227865	11
chr20	63025520	7
chr21	48129895	4
chr22	46567629	4
chr22	51304566	6
chrX	77840689	4
chrX	101416534	2
chrX	104123317	3
chrX	155270560	2
chrY	59373566	0
