CHR	END	s_5_1_sequence.WB9
chr1	9575511	5
chr1	41104682	3
chr1	54549544	5
chr1	56429806	3
chr1	119252655	5
chr1	229642143	6
chr1	249250621	4
chr2	133718104	4
chr2	238291019	3
chr2	243199373	2
chr3	3328566	5
chr3	7984623	7
chr3	19145774	3
chr3	24317107	5
chr3	37724906	4
chr3	39575653	7
chr3	138587064	3
chr3	141181302	7
chr3	150917410	3
chr3	151949432	7
chr3	165236259	5
chr3	168995079	3
chr3	172588156	7
chr3	178221204	3
chr3	193083313	6
chr3	198022430	5
chr4	47702594	2
chr4	89262645	5
chr4	103775707	6
chr4	105928326	4
chr4	120016995	6
chr4	189901912	4
chr4	191154276	5
chr5	6793314	6
chr5	46400542	5
chr5	137829388	2
chr5	147792446	4
chr5	153988668	6
chr5	180915260	4
chr6	8757072	2
chr6	26854449	6
chr6	34722750	4
chr6	120819626	3
chr6	171115067	4
chr7	113519853	7
chr7	128486471	12
chr7	131660831	10
chr7	159138663	4
chr8	2254618	4
chr8	43240469	3
chr8	71260929	4
chr8	82122478	18
chr8	87087149	4
chr8	92544674	11
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120976466	24
chr8	124730761	46
chr8	129496443	10
chr8	141864653	3
chr8	146364022	4
chr9	38006996	3
chr9	141213431	4
chr10	29785533	4
chr10	33133854	2
chr10	57024426	4
chr10	61672776	8
chr10	70927191	6
chr10	82347225	7
chr10	112799610	2
chr10	133259112	3
chr10	135534747	4
chr11	135006516	4
chr12	13978491	4
chr12	34308673	2
chr12	116204781	5
chr12	123963410	3
chr12	133851895	4
chr13	94749122	3
chr13	115169878	5
chr14	85632481	4
chr14	92328342	8
chr14	107349540	3
chr15	102531392	4
chr16	61455121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39752086	15
chr17	60941413	2
chr17	81195210	5
chr18	32434918	3
chr18	48913806	2
chr18	51486560	1
chr18	54705578	2
chr18	78077248	3
chr19	20354650	3
chr19	24058117	0
chr19	59128983	4
chr20	25058780	7
chr20	32692781	4
chr20	37776587	9
chr20	40914124	5
chr20	44489206	7
chr20	51100068	10
chr20	57232865	14
chr20	63025520	7
chr21	48129895	4
chr22	46613131	3
chr22	51304566	5
chrX	77895987	4
chrX	155270560	2
chrY	59373566	0
