CHR	END	s_5_1_sequence.WB23
chr1	9698321	5
chr1	40690603	3
chr1	151663740	5
chr1	227557943	6
chr1	231914646	8
chr1	242324383	3
chr1	249250621	4
chr2	135295786	4
chr2	236953973	3
chr2	243199373	4
chr3	4208224	5
chr3	7927047	7
chr3	18615505	3
chr3	39808397	5
chr3	138607478	3
chr3	141181302	7
chr3	150912366	3
chr3	173077420	5
chr3	177716338	3
chr3	183384361	5
chr3	192981440	6
chr3	198022430	4
chr4	47677446	2
chr4	89538733	3
chr4	120576424	4
chr4	191154276	2
chr5	45926644	5
chr5	128669362	3
chr5	137921339	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	24967825	6
chr6	34197593	4
chr6	120819626	3
chr6	171115067	4
chr7	113509688	7
chr7	127460728	13
chr7	131640831	10
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	70743010	4
chr8	82137489	19
chr8	87087149	6
chr8	92564772	14
chr8	98533798	1
chr8	104686001	3
chr8	109406073	1
chr8	112486236	4
chr8	129415495	30
chr8	135694069	4
chr8	141864653	2
chr8	146364022	4
chr9	38107851	3
chr9	141213431	4
chr10	28980160	3
chr10	33154694	2
chr10	56972638	3
chr10	73449332	4
chr10	82306112	6
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	11298670	4
chr12	28453072	3
chr12	116270151	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45635820	5
chr14	57948243	3
chr14	85632481	5
chr14	92581266	7
chr14	107349540	3
chr15	102531392	4
chr16	30697245	3
chr16	61455121	4
chr16	67548458	2
chr16	70386535	1
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40555299	15
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	48903628	2
chr18	51441504	1
chr18	54096754	2
chr18	64976402	3
chr18	73339824	4
chr18	78077248	3
chr19	20222505	3
chr19	24058117	0
chr19	59128983	5
chr20	30108652	7
chr20	32692781	4
chr20	37832943	8
chr20	40914124	4
chr20	44489206	7
chr20	51075009	10
chr20	57520766	15
chr20	63025520	6
chr21	48129895	4
chr22	47566144	4
chr22	51304566	7
chrX	73501124	4
chrX	77890975	3
chrX	155270560	2
chrY	59373566	0
