CHR	END	s_5_1_sequence.WB84
chr1	9621576	5
chr1	40619461	3
chr1	151951832	5
chr1	229168663	6
chr1	232693099	5
chr1	249250621	4
chr2	133235952	4
chr2	243199373	3
chr3	4208224	5
chr3	8124608	9
chr3	12961075	4
chr3	37745490	5
chr3	39813565	10
chr3	138938960	3
chr3	142129790	8
chr3	150922449	3
chr3	165397341	6
chr3	168995079	3
chr3	172834113	8
chr3	177716338	3
chr3	184378544	6
chr3	190470826	8
chr3	193068301	7
chr3	198022430	5
chr4	47793558	2
chr4	92344669	5
chr4	120772849	6
chr4	190430544	4
chr4	191154276	6
chr5	49472733	5
chr5	128719370	3
chr5	137849869	2
chr5	147757435	5
chr5	154497930	6
chr5	180915260	4
chr6	8767074	2
chr6	25648623	6
chr6	34186940	4
chr6	120301813	3
chr6	171115067	4
chr7	113458243	7
chr7	128476471	12
chr7	131669157	10
chr7	132881029	2
chr7	159138663	4
chr8	43240469	3
chr8	71160134	6
chr8	82132478	28
chr8	87082149	4
chr8	92526972	17
chr8	98533798	1
chr8	104761982	3
chr8	107846783	1
chr8	112486236	4
chr8	129315034	38
chr8	137109598	4
chr8	142373059	2
chr8	146364022	4
chr9	41538656	3
chr9	127514257	4
chr9	133782594	3
chr9	141213431	4
chr10	30006385	4
chr10	33149126	2
chr10	57034426	4
chr10	61162109	8
chr10	70851009	6
chr10	82248545	8
chr10	113091788	2
chr10	135534747	3
chr11	135006516	4
chr12	10234283	4
chr12	27971976	3
chr12	116280249	4
chr12	124451064	2
chr12	133851895	3
chr13	94749122	4
chr13	115169878	7
chr14	44988098	5
chr14	57948243	3
chr14	85662986	5
chr14	92343342	11
chr14	107349540	3
chr15	102531392	4
chr16	3250502	3
chr16	29019151	4
chr16	31207413	3
chr16	46512894	7
chr16	61445121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	39757087	20
chr17	48509239	2
chr17	50510014	3
chr17	60422378	2
chr17	81195210	6
chr18	32434918	3
chr18	48882985	2
chr18	51421461	1
chr18	54226737	2
chr18	78077248	3
chr19	20212370	3
chr19	24058117	0
chr19	34535395	6
chr19	59128983	4
chr20	25043780	7
chr20	32692781	4
chr20	37832943	9
chr20	40914124	4
chr20	44489206	8
chr20	51069979	11
chr20	57525833	15
chr20	63025520	7
chr21	48129895	4
chr22	47555938	4
chr22	51304566	6
chrX	54630132	5
chrX	74857710	6
chrX	78422056	4
chrX	100876764	2
chrX	104355828	4
chrX	155270560	2
chrY	59373566	0
