CHR	END	s_5_1_sequence.WB62
chr1	9590971	5
chr1	40609366	3
chr1	151926614	5
chr1	229168663	6
chr1	249250621	4
chr2	133189420	4
chr2	243199373	3
chr3	4203028	5
chr3	8237968	7
chr3	19145774	4
chr3	39803397	5
chr3	138607478	3
chr3	141624583	7
chr3	150801797	3
chr3	154430331	5
chr3	158166800	4
chr3	165296600	6
chr3	168995079	3
chr3	172728532	7
chr3	178126040	3
chr3	184378544	5
chr3	192936214	7
chr3	198022430	5
chr4	47687446	2
chr4	59535032	5
chr4	88252208	4
chr4	121149355	5
chr4	180153218	3
chr4	190430544	2
chr4	191154276	4
chr5	46355733	4
chr5	137901105	2
chr5	147752435	4
chr5	154472756	6
chr5	180915260	4
chr6	8824194	2
chr6	11401724	6
chr6	22611982	5
chr6	24667310	6
chr6	27461594	4
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	127876185	12
chr7	131655831	9
chr7	159138663	4
chr8	42253212	3
chr8	71180748	4
chr8	82127478	18
chr8	87087149	3
chr8	92511972	12
chr8	98533798	1
chr8	104761982	3
chr8	107846783	1
chr8	112486236	4
chr8	120966425	25
chr8	124755896	48
chr8	129486443	11
chr8	131637942	5
chr8	137240553	3
chr8	142219778	2
chr8	146364022	4
chr9	38022015	3
chr9	141213431	4
chr10	29726947	4
chr10	33112340	2
chr10	56482788	4
chr10	61677786	7
chr10	70927191	6
chr10	82278835	7
chr10	112435174	2
chr10	130714642	3
chr10	135534747	4
chr11	135006516	4
chr12	7951916	4
chr12	28344774	3
chr12	108117372	4
chr12	109695084	3
chr12	116265151	4
chr12	123963410	2
chr12	133851895	3
chr13	22943980	4
chr13	33252393	3
chr13	64255299	4
chr13	85379337	3
chr13	94749122	4
chr13	115169878	6
chr14	53303177	4
chr14	57948243	3
chr14	85647481	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21541071	2
chr17	28897026	6
chr17	37190590	2
chr17	39757087	14
chr17	60711873	2
chr17	65195611	5
chr17	70822319	6
chr17	76356075	5
chr17	81195210	6
chr18	32424918	3
chr18	47896582	2
chr18	50971557	1
chr18	56538845	2
chr18	78077248	4
chr19	20198317	3
chr19	24058117	0
chr19	59128983	4
chr20	30078208	8
chr20	32692781	4
chr20	37791590	9
chr20	40914124	4
chr20	44489206	7
chr20	51100068	10
chr20	57631498	14
chr20	63025520	7
chr21	48129895	3
chr22	46547458	3
chr22	51304566	4
chrX	48634198	4
chrX	70440179	5
chrX	78427057	4
chrX	155270560	2
chrY	59373566	0
