CHR	END	s_5_1_sequence.WB95
chr1	9713578	5
chr1	40619461	3
chr1	45218177	6
chr1	119780858	5
chr1	229678060	6
chr1	249250621	4
chr2	133133513	4
chr2	234789010	3
chr2	243199373	4
chr3	4208224	5
chr3	8004627	10
chr3	12961075	3
chr3	36719757	5
chr3	39677932	11
chr3	138607478	3
chr3	141695630	7
chr3	150922449	3
chr3	168995079	4
chr3	172588156	10
chr3	177918536	3
chr3	183364148	5
chr3	194069613	6
chr3	198022430	5
chr4	48710795	2
chr4	92379269	4
chr4	103785817	5
chr4	105893273	3
chr4	120819449	4
chr4	191154276	3
chr5	45441819	4
chr5	128063893	3
chr5	137432408	2
chr5	153938105	5
chr5	180915260	4
chr6	8732004	2
chr6	25779356	6
chr6	34197593	4
chr6	120266499	3
chr6	171115067	4
chr7	8081915	6
chr7	99020311	7
chr7	113519853	6
chr7	131635815	10
chr7	147196140	3
chr7	159138663	4
chr8	43245472	3
chr8	49393483	7
chr8	71200766	4
chr8	82122478	31
chr8	87087149	5
chr8	92580556	17
chr8	109406073	1
chr8	112486236	4
chr8	124841911	47
chr8	129496443	15
chr8	137119600	2
chr8	141864653	1
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	22749721	5
chr10	29991164	4
chr10	33154694	2
chr10	57029426	4
chr10	61662682	7
chr10	70927191	6
chr10	82316329	8
chr10	111606782	2
chr10	131137623	3
chr10	135534747	4
chr11	135006516	4
chr12	7383884	4
chr12	29008053	3
chr12	107051472	4
chr12	109690060	2
chr12	116280249	4
chr12	124815883	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	7
chr14	44988098	5
chr14	57948243	3
chr14	85622471	5
chr14	92343342	13
chr14	107349540	3
chr15	70937072	4
chr15	102531392	3
chr16	31197405	4
chr16	46449035	5
chr16	60962519	4
chr16	88327053	2
chr16	90354753	3
chr17	21534850	2
chr17	28897026	7
chr17	37190590	2
chr17	40271674	18
chr17	60422378	1
chr17	81195210	4
chr18	32424918	3
chr18	54187103	2
chr18	78077248	3
chr19	20222505	2
chr19	23529133	0
chr19	59128983	4
chr20	37817914	6
chr20	40914124	4
chr20	44479122	7
chr20	57232865	10
chr20	63025520	6
chr21	48129895	4
chr22	38858630	3
chr22	47566144	4
chr22	51304566	6
chrX	77376956	4
chrX	134679699	2
chrX	155270560	3
chrY	59373566	0
