CHR	END	s_5_1_sequence.WB94
chr1	9504564	5
chr1	23002974	3
chr1	29177976	2
chr1	40454936	3
chr1	118705089	5
chr1	229168663	6
chr1	249250621	4
chr2	86290236	5
chr2	133235952	4
chr2	243199373	3
chr3	4208224	5
chr3	7922046	8
chr3	30023321	4
chr3	39788363	6
chr3	138948960	3
chr3	141675449	7
chr3	150922449	3
chr3	168995079	5
chr3	172588156	7
chr3	178146139	3
chr3	195121117	6
chr3	198022430	4
chr4	47707620	2
chr4	87187015	5
chr4	120402047	6
chr4	189820517	4
chr4	191154276	5
chr5	45331995	4
chr5	128637361	3
chr5	137763488	2
chr5	147792446	4
chr5	153958393	6
chr5	180915260	4
chr6	7832446	3
chr6	25376021	6
chr6	27729897	4
chr6	120804615	3
chr6	171115067	4
chr7	113503801	7
chr7	131674157	12
chr7	133620449	3
chr7	159138663	4
chr8	43260110	3
chr8	71175722	4
chr8	82122478	21
chr8	87598193	6
chr8	92637540	15
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	129340034	30
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29742759	4
chr10	33128755	2
chr10	56523934	4
chr10	76569817	6
chr10	80659309	9
chr10	82311206	6
chr10	113655217	2
chr10	135534747	3
chr11	135006516	4
chr12	11523672	4
chr12	33239567	3
chr12	116280249	4
chr12	123453861	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45931151	5
chr14	57948243	3
chr14	85662986	5
chr14	92343342	9
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	29273683	8
chr17	37190590	2
chr17	39706152	17
chr17	60422378	2
chr17	81195210	6
chr18	32947571	3
chr18	48406131	2
chr18	50971557	1
chr18	54695578	2
chr18	78077248	3
chr19	20206987	3
chr19	24058117	0
chr19	59128983	5
chr20	30088287	6
chr20	33073121	4
chr20	37327572	9
chr20	40914124	4
chr20	44896398	8
chr20	51100068	9
chr20	57545884	12
chr20	63025520	7
chr21	48129895	3
chr22	28516443	4
chr22	33688538	3
chr22	47560972	4
chr22	51304566	6
chrX	54635183	4
chrX	75116038	5
chrX	77890975	4
chrX	91365883	3
chrX	155270560	2
chrY	59373566	0
