CHR	END	s_5_1_sequence.WB30
chr1	9454169	5
chr1	40619461	3
chr1	151946660	5
chr1	229138559	6
chr1	249250621	4
chr2	133109407	4
chr2	243199373	3
chr3	8283058	6
chr3	12961075	3
chr3	18610505	4
chr3	40745456	5
chr3	49102004	3
chr3	52699384	2
chr3	138607478	3
chr3	142171212	5
chr3	150912366	3
chr3	165276507	5
chr3	168995079	3
chr3	172588156	6
chr3	178221204	3
chr3	195116091	6
chr3	198022430	4
chr4	47682446	2
chr4	89074469	5
chr4	104316887	6
chr4	106797538	5
chr4	120803018	6
chr4	190430544	4
chr4	191154276	6
chr5	45341995	5
chr5	128669362	3
chr5	137926357	2
chr5	142616962	6
chr5	147792446	4
chr5	154452360	6
chr5	180915260	4
chr6	8849502	2
chr6	27434503	6
chr6	120819626	3
chr6	168537363	4
chr6	171115067	5
chr7	55476714	7
chr7	85419808	6
chr7	113519853	7
chr7	128466424	12
chr7	131630815	11
chr7	159138663	4
chr8	2284258	4
chr8	43273718	3
chr8	71170134	5
chr8	82137489	22
chr8	87087149	6
chr8	92580556	16
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120981495	31
chr8	124755896	59
chr8	129476443	15
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	30011435	4
chr10	33154694	2
chr10	57019293	4
chr10	59613669	9
chr10	70927191	6
chr10	81803959	8
chr10	114177109	2
chr10	135534747	3
chr11	135006516	4
chr12	14463121	4
chr12	28650281	3
chr12	108085113	4
chr12	110521269	3
chr12	116280249	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	46005759	5
chr14	49700044	3
chr14	53267381	4
chr14	57948243	3
chr14	85642481	5
chr14	92571138	8
chr14	107349540	3
chr15	102531392	4
chr16	31187275	4
chr16	46416443	5
chr16	60661245	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	39762207	16
chr17	60788313	2
chr17	81195210	6
chr18	32424918	3
chr18	48913806	2
chr18	51491692	1
chr18	54382930	2
chr18	78077248	3
chr19	20349599	3
chr19	24058117	0
chr19	59128983	5
chr20	30143961	8
chr20	32692781	4
chr20	37801592	9
chr20	40914124	4
chr20	44479122	8
chr20	51059979	10
chr20	57727435	15
chr20	63025520	8
chr21	42899159	4
chr21	48129895	5
chr22	47566144	4
chr22	51304566	6
chrX	53768090	5
chrX	75015272	6
chrX	155270560	2
chrY	59373566	0
