CHR	END	s_5_1_sequence.WB93
chr1	9698321	5
chr1	40487774	3
chr1	152530733	5
chr1	229168663	6
chr1	249250621	4
chr2	135270696	4
chr2	243199373	3
chr3	7356948	6
chr3	19119770	3
chr3	39788363	5
chr3	138607478	3
chr3	141282764	8
chr3	150902300	3
chr3	165397341	6
chr3	168995079	4
chr3	172588156	7
chr3	178191199	3
chr3	193073303	7
chr3	198022430	5
chr4	47677446	2
chr4	87217108	4
chr4	120762686	5
chr4	191154276	3
chr5	49905739	5
chr5	128669362	3
chr5	137732426	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	26762769	6
chr6	120814626	3
chr6	171115067	4
chr7	54959290	7
chr7	65643590	6
chr7	71346416	7
chr7	77741253	6
chr7	80236608	7
chr7	84426400	6
chr7	113519853	7
chr7	128471471	12
chr7	131660831	11
chr7	132947742	2
chr7	159138663	4
chr8	43265110	3
chr8	71185748	4
chr8	82127478	19
chr8	87087149	6
chr8	92569772	14
chr8	98938619	1
chr8	104746037	3
chr8	109406073	1
chr8	112486236	5
chr8	121007306	31
chr8	124725741	57
chr8	129491443	15
chr8	131572324	6
chr8	142244778	3
chr8	146364022	5
chr9	38001996	3
chr9	127046675	4
chr9	141213431	3
chr10	29364549	3
chr10	33154694	2
chr10	56987703	3
chr10	70927191	6
chr10	77044445	9
chr10	80589009	10
chr10	82424542	6
chr10	113132116	2
chr10	135534747	3
chr11	60131215	4
chr11	67953187	3
chr11	135006516	4
chr12	12415465	4
chr12	28831150	3
chr12	116280249	4
chr12	123884975	2
chr12	133851895	3
chr13	94749122	4
chr13	115169878	6
chr14	45319315	5
chr14	57867629	3
chr14	85632481	5
chr14	92631549	8
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39773520	17
chr17	60422378	2
chr17	64174740	6
chr17	68793391	7
chr17	81195210	5
chr18	32424918	3
chr18	48913806	2
chr18	51491692	1
chr18	54554977	2
chr18	78077248	3
chr19	20758332	3
chr19	24058117	0
chr19	59128983	5
chr20	30149058	7
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44489206	8
chr20	51100068	10
chr20	57571180	14
chr20	63025520	7
chr21	48129895	4
chr22	46547458	4
chr22	51304566	6
chrX	55205588	4
chrX	74563366	5
chrX	78387025	3
chrX	155270560	2
chrY	59373566	0
