CHR	END	s_5_1_sequence.WB17
chr1	9202210	5
chr1	40604351	3
chr1	119217148	5
chr1	229143559	6
chr1	249250621	4
chr2	135768985	4
chr2	243199373	3
chr3	4208224	5
chr3	7871859	7
chr3	18615505	3
chr3	39778004	5
chr3	138607478	3
chr3	142129790	7
chr3	150781682	3
chr3	179773375	4
chr3	194989673	6
chr3	198022430	4
chr4	48705710	2
chr4	121790734	5
chr4	190430544	4
chr4	191154276	6
chr5	10894166	6
chr5	46400542	5
chr5	128637361	3
chr5	137901105	2
chr5	147772435	4
chr5	153973603	6
chr5	180915260	4
chr6	8834488	2
chr6	26081742	6
chr6	34722750	4
chr6	120301813	3
chr6	171115067	4
chr7	113519853	6
chr7	128491471	11
chr7	131650831	9
chr7	159138663	4
chr8	42268418	3
chr8	70743010	4
chr8	82132478	18
chr8	87087149	5
chr8	92617514	12
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	129340034	27
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29768575	4
chr10	33154694	2
chr10	57024426	4
chr10	61682797	7
chr10	70927191	5
chr10	82258709	7
chr10	115360553	2
chr10	135534747	3
chr11	135006516	4
chr12	2486311	4
chr12	7723250	5
chr12	11915557	4
chr12	28483444	3
chr12	108107051	4
chr12	112737603	3
chr12	116159679	4
chr12	124471096	2
chr12	133851895	3
chr13	94734058	3
chr13	111634121	5
chr13	115169878	6
chr14	44998098	5
chr14	57948243	3
chr14	85622471	5
chr14	92591297	7
chr14	107349540	4
chr15	102531392	4
chr16	3290922	3
chr16	61430121	4
chr16	90354753	3
chr17	21676807	2
chr17	28897026	8
chr17	37190590	3
chr17	40256635	15
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	48913806	2
chr18	51466543	1
chr18	54226737	2
chr18	78077248	3
chr19	20206987	3
chr19	24058117	0
chr19	59128983	5
chr20	30143961	7
chr20	32692781	4
chr20	37791590	8
chr20	40914124	4
chr20	44489206	7
chr20	51100068	10
chr20	57525833	13
chr20	63025520	7
chr21	48129895	3
chr22	46552494	4
chr22	51304566	6
chrX	53592485	4
chrX	68829002	5
chrX	78427057	4
chrX	155270560	3
chrY	59373566	0
