CHR	END	s_5_1_sequence.WB22
chr1	9657445	5
chr1	40619461	3
chr1	151911449	5
chr1	229153656	6
chr1	249250621	4
chr2	135260688	4
chr2	243199373	3
chr3	4208224	5
chr3	8085051	7
chr3	18590505	3
chr3	39793363	5
chr3	138607478	3
chr3	141695630	7
chr3	150922449	3
chr3	156602652	5
chr3	158166800	3
chr3	165361357	5
chr3	168995079	3
chr3	172588156	7
chr3	177813173	3
chr3	180297876	4
chr3	194099809	6
chr3	198022430	5
chr4	47677446	2
chr4	88278164	3
chr4	120611761	4
chr4	191154276	2
chr5	45331995	5
chr5	128984142	3
chr5	137768535	2
chr5	147787446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	27424305	6
chr6	115611939	3
chr6	171115067	4
chr7	54949290	7
chr7	82870425	6
chr7	113519853	7
chr7	131645831	12
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	49505592	5
chr8	51575367	2
chr8	70743010	4
chr8	82132478	19
chr8	87087149	5
chr8	92607514	14
chr8	112486236	2
chr8	129420502	30
chr8	146364022	3
chr9	21871216	3
chr9	27485685	4
chr9	41538656	3
chr9	126995876	4
chr9	141213431	3
chr10	29374557	3
chr10	33138929	2
chr10	56972638	3
chr10	71755193	4
chr10	82424542	6
chr10	111940350	2
chr10	135534747	3
chr11	61166171	4
chr11	67318062	3
chr11	135006516	4
chr12	10861526	4
chr12	28483444	3
chr12	116255121	4
chr12	123453861	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45336533	5
chr14	57948243	3
chr14	85662986	5
chr14	92571138	8
chr14	107349540	3
chr15	102531392	4
chr16	4726016	3
chr16	31745449	4
chr16	47014570	5
chr16	61445121	4
chr16	68081911	2
chr16	70561153	1
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39850768	14
chr17	60422378	2
chr17	81195210	5
chr18	34497043	3
chr18	54226737	2
chr18	78077248	3
chr19	20332844	2
chr19	24058117	0
chr19	59128983	5
chr20	30138939	8
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44463849	8
chr20	51100068	10
chr20	57394874	13
chr20	63025520	7
chr21	48129895	4
chr22	46628499	4
chr22	51304566	6
chrX	54675996	4
chrX	65625365	5
chrX	77900988	4
chrX	155270560	2
chrY	59373566	0
