CHR	END	s_5_1_sequence.WB56
chr1	10223698	5
chr1	40553675	3
chr1	229168663	5
chr1	249250621	3
chr2	133199420	4
chr2	233615374	3
chr2	243199373	4
chr3	7326306	6
chr3	18536810	3
chr3	39793363	5
chr3	138607478	3
chr3	141624583	7
chr3	150922449	3
chr3	155526148	5
chr3	168974912	4
chr3	172567679	7
chr3	178186195	3
chr3	184308225	5
chr3	190157428	7
chr3	198022430	5
chr4	47773354	2
chr4	88350056	4
chr4	107212125	5
chr4	120027256	6
chr4	191154276	4
chr5	8427885	6
chr5	49568236	5
chr5	128608008	3
chr5	137956562	2
chr5	147782435	5
chr5	153958393	6
chr5	180915260	4
chr6	8859531	3
chr6	24652240	6
chr6	62474600	3
chr6	86518092	2
chr6	119287088	3
chr6	171115067	4
chr7	27285504	6
chr7	51814485	7
chr7	113519853	6
chr7	127435698	10
chr7	131660831	9
chr7	159138663	4
chr8	2305982	4
chr8	43214903	3
chr8	71190753	4
chr8	82127478	18
chr8	87087149	4
chr8	92544674	12
chr8	98533798	1
chr8	104761982	3
chr8	109401073	1
chr8	112486236	5
chr8	121072621	27
chr8	124750763	47
chr8	129476443	10
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	30358639	4
chr10	33154694	2
chr10	56523934	4
chr10	61682797	7
chr10	70921972	6
chr10	82201786	7
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	6432434	5
chr12	10684682	4
chr12	27489461	3
chr12	116245005	4
chr12	123963410	2
chr12	133851895	4
chr13	94749122	3
chr13	115169878	5
chr14	85159226	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61394952	4
chr16	90354753	2
chr17	21522252	2
chr17	28864870	6
chr17	37190590	2
chr17	39747085	15
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	47896582	2
chr18	50971557	1
chr18	54680337	2
chr18	78077248	3
chr19	20206987	3
chr19	24058117	0
chr19	59128983	4
chr20	30138939	8
chr20	32692781	3
chr20	37837944	8
chr20	41102301	5
chr20	51075009	10
chr20	57435046	15
chr20	63025520	7
chr21	48129895	4
chr22	47060475	3
chr22	51304566	5
chrX	77900988	4
chrX	155270560	2
chrY	59373566	0
