CHR	END	s_5_1_sequence.WB79
chr1	9631717	5
chr1	40477747	3
chr1	151921550	5
chr1	229148622	6
chr1	249250621	4
chr2	133128487	4
chr2	239634193	3
chr2	243199373	4
chr3	7341651	6
chr3	19145774	4
chr3	39808397	5
chr3	138607478	3
chr3	142160824	6
chr3	150922449	3
chr3	158166800	5
chr3	165366385	6
chr3	168995079	3
chr3	172588156	6
chr3	177888505	3
chr3	183364148	5
chr3	194551588	7
chr3	198022430	5
chr4	48700651	2
chr4	87821706	5
chr4	120027256	6
chr4	179640479	4
chr4	191154276	3
chr5	50007630	4
chr5	62420659	3
chr5	106409387	2
chr5	135885935	3
chr5	147762435	4
chr5	153953393	6
chr5	180915260	4
chr6	8859531	2
chr6	24377860	6
chr6	26808143	5
chr6	34080310	4
chr6	121337174	3
chr6	171115067	4
chr7	70866720	6
chr7	83851966	5
chr7	113519853	6
chr7	128491471	10
chr7	131650831	9
chr7	159138663	4
chr8	42242929	3
chr8	71190753	4
chr8	82132478	18
chr8	87087149	4
chr8	92521972	12
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120936237	24
chr8	124740763	48
chr8	129496443	11
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29485174	4
chr10	33154694	2
chr10	56967638	4
chr10	61642566	7
chr10	76549454	6
chr10	80664309	9
chr10	82278835	5
chr10	113569433	2
chr10	135534747	3
chr11	135006516	4
chr12	10796085	5
chr12	27810672	3
chr12	116245005	4
chr12	123963410	2
chr12	133851895	4
chr13	22920233	4
chr13	33187078	3
chr13	64160151	4
chr13	85379337	3
chr13	94558010	4
chr13	111479984	6
chr13	115169878	8
chr14	84153733	4
chr14	92343342	7
chr14	107349540	3
chr15	102531392	4
chr16	31192332	4
chr16	46429647	6
chr16	61445121	4
chr16	90354753	2
chr17	21676807	2
chr17	28885000	6
chr17	37190590	2
chr17	39784479	13
chr17	60422378	2
chr17	81195210	5
chr18	34497043	3
chr18	48913806	2
chr18	51456543	1
chr18	54534949	2
chr18	78077248	3
chr19	20280188	3
chr19	24058117	0
chr19	59128983	4
chr20	30113704	7
chr20	32692781	4
chr20	37837944	8
chr20	40914124	5
chr20	46534973	7
chr20	51100068	9
chr20	57232865	13
chr20	63025520	7
chr21	48129895	3
chr22	46547458	3
chr22	51304566	4
chrX	54491380	4
chrX	74563366	5
chrX	78427057	3
chrX	155270560	2
chrY	59373566	0
