CHR	END	s_5_1_sequence.WB37
chr1	9698321	5
chr1	40095315	3
chr1	151981988	5
chr1	229128522	6
chr1	249250621	4
chr2	133225833	4
chr2	243199373	3
chr3	4208224	5
chr3	8262973	7
chr3	18615505	3
chr3	23293634	5
chr3	33515827	4
chr3	39813565	6
chr3	138943960	3
chr3	141649801	8
chr3	150867052	3
chr3	165236259	5
chr3	168995079	3
chr3	172588156	7
chr3	178151139	3
chr3	183364148	5
chr3	194023761	7
chr3	198022430	5
chr4	48690516	2
chr4	88252208	5
chr4	120616761	6
chr4	190364448	4
chr4	191154276	6
chr5	45341995	5
chr5	128669362	3
chr5	137727303	2
chr5	147792446	4
chr5	153988668	6
chr5	180915260	4
chr6	8742006	3
chr6	26000736	6
chr6	34197593	4
chr6	120301813	3
chr6	171115067	4
chr7	113519853	7
chr7	128461286	12
chr7	131660831	10
chr7	133610449	3
chr7	135751663	5
chr7	148841409	4
chr7	159138663	5
chr8	2332702	5
chr8	43273718	3
chr8	51035579	4
chr8	71180748	5
chr8	82132478	20
chr8	87087149	6
chr8	92544674	16
chr8	98533798	1
chr8	104761982	3
chr8	109395445	1
chr8	112486236	4
chr8	120976466	29
chr8	124750763	59
chr8	128987833	17
chr8	131396099	6
chr8	142254800	3
chr8	146364022	4
chr9	37966920	3
chr9	141213431	4
chr10	29742759	4
chr10	33154694	2
chr10	56967638	4
chr10	61677786	7
chr10	70927191	5
chr10	82273835	8
chr10	112883653	2
chr10	135534747	3
chr11	135006516	4
chr12	12410433	4
chr12	28309628	3
chr12	116275221	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45995753	5
chr14	57948243	3
chr14	85647481	5
chr14	92338342	8
chr14	107349540	3
chr15	102531392	4
chr16	31207413	4
chr16	46416443	5
chr16	60893505	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40256635	19
chr17	60412196	2
chr17	81195210	6
chr18	33986864	3
chr18	48898435	2
chr18	51491692	1
chr18	54640251	2
chr18	78077248	3
chr19	20344500	3
chr19	24058117	0
chr19	59128983	5
chr20	30154147	8
chr20	33148895	5
chr20	37745851	9
chr20	40914124	4
chr20	44489206	7
chr20	51100068	11
chr20	57596269	15
chr20	63025520	7
chr21	48129895	4
chr22	46709261	4
chr22	51304566	6
chrX	51240294	5
chrX	74563366	6
chrX	77900988	4
chrX	101416534	2
chrX	104059896	3
chrX	155270560	2
chrY	59373566	0
