CHR	END	s_5_1_sequence.WB54
chr1	9667497	5
chr1	40761597	3
chr1	119780858	5
chr1	229168663	6
chr1	249250621	4
chr2	23867664	4
chr2	41376446	3
chr2	133723164	4
chr2	243199373	3
chr3	4208224	4
chr3	8237968	6
chr3	18605505	2
chr3	24862081	4
chr3	27967030	3
chr3	39798363	4
chr3	119299053	2
chr3	139024425	3
chr3	141644743	6
chr3	150907300	3
chr3	168995079	4
chr3	172588156	7
chr3	178221204	3
chr3	196784923	6
chr3	198022430	4
chr4	48700651	2
chr4	76839535	5
chr4	89798190	4
chr4	121134338	5
chr4	191154276	3
chr5	49930325	4
chr5	128664362	3
chr5	137911152	2
chr5	147762435	4
chr5	154467756	5
chr5	180915260	4
chr6	8859531	3
chr6	27429305	6
chr6	120301813	3
chr6	171115067	4
chr7	112494875	7
chr7	131660831	12
chr7	133015429	2
chr7	159138663	4
chr8	42248212	2
chr8	70743010	4
chr8	82137489	20
chr8	87087149	5
chr8	92564772	13
chr8	109406073	1
chr8	112486236	5
chr8	121007306	30
chr8	124755896	51
chr8	129486443	14
chr8	132610527	4
chr8	141789207	2
chr8	146364022	4
chr9	37991960	3
chr9	141213431	4
chr10	29824063	4
chr10	33154694	2
chr10	56518850	4
chr10	61116527	7
chr10	70927191	6
chr10	77039445	7
chr10	81791640	9
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	7334999	5
chr12	29008053	3
chr12	107101767	4
chr12	109664882	3
chr12	116275221	4
chr12	123922106	2
chr12	133851895	3
chr13	94749122	3
chr13	108516065	5
chr13	115169878	6
chr14	44480373	5
chr14	57948243	3
chr14	85662986	5
chr14	92343342	7
chr14	107349540	3
chr15	102531392	4
chr16	2774042	3
chr16	31207413	4
chr16	46416443	5
chr16	61394952	4
chr16	84704353	2
chr16	90354753	3
chr17	21676807	2
chr17	28885000	7
chr17	37190590	2
chr17	40514583	16
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	48913806	2
chr18	51491692	1
chr18	54489884	2
chr18	78077248	3
chr19	20349599	3
chr19	24058117	0
chr19	32680294	5
chr19	59128983	4
chr20	30123807	6
chr20	32687740	4
chr20	44489206	6
chr20	57187506	10
chr20	63025520	6
chr21	48129895	3
chr22	46779753	4
chr22	51304566	6
chrX	53582485	4
chrX	68738571	5
chrX	78067500	4
chrX	110687351	3
chrX	155270560	2
chrY	59373566	0
