CHR	END	s_5_1_sequence.WB16
chr1	9575511	5
chr1	40466427	3
chr1	115495198	5
chr1	229138559	6
chr1	230183502	5
chr1	249250621	4
chr2	4181994	5
chr2	116421703	4
chr2	133209420	5
chr2	243199373	3
chr3	4208224	5
chr3	8109413	11
chr3	12961075	3
chr3	36719757	5
chr3	39783283	12
chr3	138607478	3
chr3	141181302	8
chr3	150922449	3
chr3	168995079	5
chr3	172588156	10
chr3	177813173	3
chr3	183364148	5
chr3	190335071	7
chr3	195106030	5
chr3	198022430	4
chr4	47748145	2
chr4	87733528	4
chr4	120777849	5
chr4	191154276	3
chr5	45426819	4
chr5	127596833	3
chr5	137778682	2
chr5	147787446	4
chr5	153988668	6
chr5	180915260	4
chr6	8859531	2
chr6	24667310	6
chr6	27461594	4
chr6	120301813	3
chr6	171115067	4
chr7	54439144	6
chr7	83453316	5
chr7	89170907	7
chr7	109323631	6
chr7	113519853	7
chr7	128466424	10
chr7	131625815	9
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	49510643	7
chr8	50895132	2
chr8	71185748	4
chr8	82132478	29
chr8	87087149	6
chr8	92580556	15
chr8	98533798	1
chr8	104736037	3
chr8	109406073	1
chr8	112486236	5
chr8	120920944	38
chr8	124755896	72
chr8	129496443	17
chr8	137084470	3
chr8	141864653	2
chr8	146364022	4
chr9	38022015	3
chr9	141213431	4
chr10	29898124	4
chr10	33154694	2
chr10	56987703	4
chr10	61682797	8
chr10	72832942	6
chr10	76569817	7
chr10	80664309	9
chr10	82424542	6
chr10	113132116	2
chr10	135534747	3
chr11	135006516	3
chr12	13973451	4
chr12	28437983	3
chr12	116280249	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	7
chr14	44988098	5
chr14	57923045	3
chr14	85662986	5
chr14	92343342	12
chr14	107349540	3
chr15	70921948	4
chr15	102531392	3
chr16	3250502	3
chr16	28498172	4
chr16	31745449	3
chr16	46429647	6
chr16	61445121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39615308	19
chr17	60422378	2
chr17	81195210	6
chr18	32450231	3
chr18	54226737	2
chr18	78077248	3
chr19	20354650	3
chr19	23529133	0
chr19	59128983	4
chr20	25048780	8
chr20	33016567	4
chr20	37806593	9
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	57596269	15
chr20	63025520	7
chr21	48129895	4
chr22	38838618	3
chr22	47566144	4
chr22	51304566	5
chrX	78034929	4
chrX	84238535	3
chrX	134709722	2
chrX	155270560	3
chrY	59373566	0
