CHR	END	s_5_1_sequence.WB92
chr1	9596110	5
chr1	40609366	3
chr1	151931618	5
chr1	208338733	6
chr1	229678060	5
chr1	249250621	4
chr2	16672718	5
chr2	131763366	4
chr2	243199373	3
chr3	7326306	7
chr3	19119770	3
chr3	39798363	6
chr3	138607478	3
chr3	141181302	8
chr3	150907300	3
chr3	168990041	5
chr3	172582739	6
chr3	177533899	3
chr3	180144970	4
chr3	195060519	6
chr3	198022430	4
chr4	47733105	2
chr4	89293580	4
chr4	120964734	5
chr4	191154276	3
chr5	128674362	3
chr5	137442652	2
chr5	147777435	4
chr5	153988668	6
chr5	175755019	4
chr5	180915260	3
chr6	8839493	2
chr6	27461594	6
chr6	120789615	3
chr6	171115067	4
chr7	54649536	7
chr7	65648838	5
chr7	113519853	7
chr7	131669157	12
chr7	133176899	3
chr7	159138663	4
chr8	43209771	3
chr8	70743010	4
chr8	82132478	19
chr8	87087149	5
chr8	92647540	12
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120981495	30
chr8	124755896	51
chr8	129496443	15
chr8	131572324	6
chr8	141829270	3
chr8	146364022	4
chr9	38011996	3
chr9	141213431	4
chr10	29803447	4
chr10	33149126	2
chr10	57029426	4
chr10	61652646	7
chr10	71164806	6
chr10	82095155	7
chr10	112743823	2
chr10	132580957	3
chr10	135534747	4
chr11	135006516	4
chr12	10750795	3
chr12	27454212	2
chr12	116229863	3
chr12	123428785	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45963737	5
chr14	57948243	3
chr14	85607451	5
chr14	92428927	8
chr14	107349540	3
chr15	102531392	4
chr16	61324337	4
chr16	90354753	2
chr17	21676807	2
chr17	28891426	7
chr17	37190590	2
chr17	40256635	16
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	48913806	2
chr18	51491692	1
chr18	54499901	2
chr18	78077248	3
chr19	20217478	3
chr19	24058117	0
chr19	59128983	5
chr20	30133905	7
chr20	32692781	4
chr20	37715784	9
chr20	40914124	4
chr20	44489206	7
chr20	51100068	10
chr20	57586239	14
chr20	63025520	7
chr21	48129895	4
chr22	46557503	4
chr22	51304566	6
chrX	77366932	4
chrX	155270560	2
chrY	59373566	0
