CHR	END	s_5_1_sequence.WB50
chr1	9886472	5
chr1	40553675	3
chr1	120304528	5
chr1	150984755	6
chr1	229153656	8
chr1	233230202	6
chr1	249250621	5
chr2	134264030	4
chr2	206985972	3
chr2	210662063	2
chr2	243199373	3
chr3	7326306	6
chr3	19135519	4
chr3	39808397	5
chr3	138928563	3
chr3	141538668	7
chr3	150922449	3
chr3	155577336	6
chr3	158166800	4
chr3	165148514	6
chr3	168995079	4
chr3	172588156	6
chr3	177950227	3
chr3	184258104	5
chr3	192956432	7
chr3	198022430	5
chr4	48710795	2
chr4	58953481	6
chr4	88247034	4
chr4	120782849	5
chr4	179825364	3
chr4	190430544	2
chr4	191154276	4
chr5	3246824	4
chr5	35897073	3
chr5	49644888	4
chr5	66105845	2
chr5	91589258	3
chr5	109248713	2
chr5	122472744	3
chr5	137956562	2
chr5	147777435	4
chr5	154487842	6
chr5	180915260	3
chr6	8834488	2
chr6	25880008	6
chr6	34692238	4
chr6	120766381	3
chr6	166611759	4
chr6	171115067	5
chr7	57423444	7
chr7	66097482	5
chr7	71881122	7
chr7	78704389	6
chr7	113519853	7
chr7	128446285	13
chr7	159138663	7
chr8	42227880	3
chr8	49490556	5
chr8	51525205	3
chr8	71190753	4
chr8	82132478	18
chr8	87087149	4
chr8	92531972	13
chr8	98533798	1
chr8	104741037	3
chr8	109406073	1
chr8	112486236	4
chr8	120976466	24
chr8	124755896	51
chr8	129476443	11
chr8	131572324	5
chr8	137185403	3
chr8	142092606	2
chr8	146364022	5
chr9	37971920	3
chr9	141213431	4
chr10	29389691	4
chr10	33154694	2
chr10	57019293	4
chr10	61642566	7
chr10	70927191	5
chr10	76438433	9
chr10	82263709	11
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	9123704	4
chr12	27623822	3
chr12	116194781	4
chr12	124309619	2
chr12	133851895	4
chr13	33098877	3
chr13	64350506	4
chr13	87053923	3
chr13	94749122	5
chr13	115169878	6
chr14	85159226	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	32026537	4
chr16	52156672	7
chr16	61425121	5
chr16	90354753	2
chr17	21676807	2
chr17	28891426	6
chr17	37190590	2
chr17	39794811	14
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	48406131	2
chr18	50946182	1
chr18	54973183	2
chr18	59867617	3
chr18	78077248	4
chr19	14511935	3
chr19	20222505	4
chr19	23529133	0
chr19	59128983	4
chr20	30103616	8
chr20	32652473	4
chr20	37832943	9
chr20	41255212	5
chr20	44489206	8
chr20	51095068	11
chr20	57232865	15
chr20	63025520	8
chr21	48129895	3
chr22	46552494	3
chr22	51304566	5
chrX	74563366	4
chrX	155270560	2
chrY	59373566	0
