CHR	END	s_5_1_sequence.WB6
chr1	9534643	4
chr1	40933585	3
chr1	112997969	4
chr1	149326862	6
chr1	151774932	5
chr1	229412864	6
chr1	249250621	4
chr2	4124311	5
chr2	107523967	4
chr2	111627882	5
chr2	115901843	4
chr2	133169410	5
chr2	243199373	3
chr3	4208224	5
chr3	7994625	7
chr3	12961075	4
chr3	14491220	6
chr3	19089602	3
chr3	39741398	5
chr3	138607478	3
chr3	141181302	7
chr3	150857006	3
chr3	165397341	5
chr3	168995079	3
chr3	172728532	7
chr3	178080629	3
chr3	184610851	5
chr3	190798181	6
chr3	195760733	5
chr3	198022430	4
chr4	48710795	2
chr4	87959223	5
chr4	120890664	6
chr4	190430544	4
chr4	191154276	5
chr5	45421786	4
chr5	128824762	3
chr5	137956562	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	24678943	6
chr6	27461594	4
chr6	118006938	3
chr6	168718915	4
chr6	171115067	5
chr7	113519853	7
chr7	131640831	12
chr7	159138663	4
chr8	4318227	4
chr8	43273718	3
chr8	71170134	4
chr8	82117471	20
chr8	87087149	6
chr8	92591227	13
chr8	98533798	1
chr8	104670545	3
chr8	109406073	1
chr8	112486236	4
chr8	129430502	31
chr8	146364022	3
chr9	41538656	3
chr9	125489702	4
chr9	140541717	3
chr9	141213431	6
chr10	29791231	4
chr10	33154694	2
chr10	57024426	4
chr10	77069805	7
chr10	80664309	9
chr10	82273835	6
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	6319383	4
chr12	28962327	3
chr12	116280249	4
chr12	123963410	2
chr12	133851895	3
chr13	94714032	3
chr13	109074175	6
chr13	115169878	7
chr14	29914807	5
chr14	37326200	4
chr14	46040695	5
chr14	57948243	3
chr14	85617451	5
chr14	92343342	8
chr14	107349540	4
chr15	70958689	4
chr15	102531392	3
chr16	2731956	3
chr16	27994225	4
chr16	31207413	3
chr16	46888471	5
chr16	61435121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	39605306	15
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	54172101	2
chr18	78077248	3
chr19	20344500	3
chr19	24058117	0
chr19	59128983	4
chr20	30143961	8
chr20	32692781	4
chr20	37710783	10
chr20	41193357	5
chr20	44489206	9
chr20	51100068	12
chr20	57510620	17
chr20	63025520	8
chr21	48129895	4
chr22	46547458	4
chr22	51304566	6
chrX	49555434	4
chrX	73445730	5
chrX	77900988	3
chrX	134736295	2
chrX	155270560	3
chrY	59373566	0
