CHR	END	s_5_1_sequence.WB71
chr1	9590971	5
chr1	41074248	3
chr1	152530733	5
chr1	229138559	6
chr1	233903968	4
chr1	239433876	3
chr1	249250621	4
chr2	133235952	4
chr2	235612889	3
chr2	243199373	4
chr3	4208224	5
chr3	8044652	7
chr3	18615505	4
chr3	24842079	5
chr3	28378155	4
chr3	39757288	5
chr3	138597252	3
chr3	141644743	7
chr3	150922449	3
chr3	165397341	5
chr3	168995079	3
chr3	172492598	7
chr3	178065450	3
chr3	183434828	5
chr3	193083313	7
chr3	198022430	5
chr4	48710795	2
chr4	88837803	5
chr4	120616761	6
chr4	122556259	5
chr4	191154276	4
chr5	46395531	4
chr5	128227317	3
chr5	137956562	2
chr5	147752435	4
chr5	154497930	6
chr5	180915260	4
chr6	8839493	2
chr6	25447071	6
chr6	34166003	4
chr6	120301813	3
chr6	171115067	4
chr7	57500306	7
chr7	66801263	5
chr7	71881122	7
chr7	78250687	6
chr7	113519853	7
chr7	127901284	12
chr7	131640831	10
chr7	159138663	4
chr8	2284258	4
chr8	42852760	3
chr8	70743010	4
chr8	82137489	19
chr8	87087149	6
chr8	92516972	14
chr8	112486236	2
chr8	129445513	30
chr8	146364022	3
chr9	41462688	3
chr9	141213431	4
chr10	29700870	4
chr10	33154694	2
chr10	56957638	4
chr10	61682797	7
chr10	70927191	6
chr10	77044445	7
chr10	79637361	9
chr10	82289000	7
chr10	114136384	2
chr10	135534747	3
chr11	135006516	4
chr12	116260121	4
chr12	124178168	2
chr12	133851895	3
chr13	95259673	3
chr13	115169878	5
chr14	45223814	5
chr14	57948243	3
chr14	85632481	5
chr14	92556056	8
chr14	107349540	3
chr15	102531392	4
chr16	61445121	4
chr16	90354753	2
chr17	21676807	2
chr17	28891426	8
chr17	37190590	2
chr17	40256635	16
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	54226737	2
chr18	78077248	3
chr19	20344500	3
chr19	24058117	0
chr19	59128983	5
chr20	30133905	8
chr20	32692781	4
chr20	37760854	8
chr20	40904122	5
chr20	44463849	7
chr20	51100068	10
chr20	57505585	14
chr20	63025520	7
chr21	48129895	4
chr22	46547458	4
chr22	51304566	6
chrX	55801047	4
chrX	68301964	5
chrX	75116038	4
chrX	77900988	3
chrX	155270560	2
chrY	59373566	0
