CHR	END	s_5_1_sequence.WB39
chr1	9529640	5
chr1	40619461	3
chr1	152507334	5
chr1	229138559	6
chr1	249250621	4
chr2	134565519	4
chr2	150277992	3
chr2	154945335	2
chr2	242521864	3
chr2	243199373	4
chr3	4208224	5
chr3	8090272	7
chr3	19074257	3
chr3	39793363	5
chr3	138607478	3
chr3	142062803	6
chr3	149834505	3
chr3	165236259	5
chr3	168995079	3
chr3	172588156	6
chr3	179768375	3
chr3	194607621	6
chr3	198022430	4
chr4	47697594	2
chr4	87217108	5
chr4	120581424	6
chr4	189901912	4
chr4	191154276	5
chr5	2713579	7
chr5	46377939	5
chr5	129235365	3
chr5	137956562	2
chr5	147792446	4
chr5	154965715	6
chr5	180915260	4
chr6	8792885	2
chr6	24760004	6
chr6	119797026	3
chr6	171115067	4
chr7	57494948	7
chr7	65628140	5
chr7	113519853	7
chr7	131640831	12
chr7	132957743	3
chr7	159138663	4
chr8	43240469	3
chr8	51040580	4
chr8	70743010	5
chr8	82132478	20
chr8	87087149	6
chr8	92531972	17
chr8	98518261	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120991567	32
chr8	124755896	55
chr8	128982736	17
chr8	131557279	5
chr8	142373059	3
chr8	146364022	4
chr9	37981960	3
chr9	141213431	4
chr10	30011435	4
chr10	33154694	2
chr10	57543635	4
chr10	61682797	7
chr10	71326553	6
chr10	82273835	7
chr10	114313322	2
chr10	135534747	3
chr11	135006516	4
chr12	13461344	4
chr12	27946968	3
chr12	108079958	4
chr12	112202747	3
chr12	116280249	4
chr12	123423782	2
chr12	133851895	4
chr13	94749122	3
chr13	111596223	5
chr13	115169878	6
chr14	45047660	5
chr14	57948243	3
chr14	85657985	5
chr14	92343342	8
chr14	106150337	3
chr14	107349540	4
chr15	102531392	4
chr16	61218586	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39635854	18
chr17	60422378	2
chr17	81195210	6
chr18	34497043	3
chr18	48396125	2
chr18	50971557	1
chr18	54211724	2
chr18	78077248	3
chr19	20344500	3
chr19	24058117	0
chr19	59128983	5
chr20	30103616	8
chr20	32692781	4
chr20	37806593	9
chr20	40914124	5
chr20	44469097	8
chr20	51100068	10
chr20	57232865	14
chr20	63025520	8
chr21	48129895	4
chr22	46552494	4
chr22	51304566	7
chrX	54660976	5
chrX	74533933	6
chrX	77900988	4
chrX	102191300	2
chrX	104259456	4
chrX	155270560	2
chrY	59373566	0
