CHR	END	s_5_1_sequence.WB49
chr1	9667497	5
chr1	40619461	3
chr1	151931618	5
chr1	229158656	6
chr1	249250621	4
chr2	133204420	4
chr2	243199373	3
chr3	7321305	6
chr3	18570398	3
chr3	39793363	5
chr3	138607478	3
chr3	141181302	8
chr3	150609093	3
chr3	172588156	6
chr3	177990365	3
chr3	183250093	5
chr3	192966432	7
chr3	198022430	5
chr4	48710795	2
chr4	58441159	6
chr4	93438061	4
chr4	121134338	5
chr4	180102803	3
chr4	189901912	2
chr4	191154276	4
chr5	46390195	4
chr5	137895787	2
chr5	147792446	4
chr5	154472756	6
chr5	180915260	4
chr6	8814187	2
chr6	25945315	6
chr6	120819626	3
chr6	171115067	4
chr7	113519853	7
chr7	128496507	12
chr7	131650831	10
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	71260929	4
chr8	82137489	18
chr8	87087149	3
chr8	92531972	11
chr8	98533798	1
chr8	104746037	3
chr8	109406073	1
chr8	112486236	4
chr8	120951275	24
chr8	124740763	50
chr8	129496443	12
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29780374	4
chr10	33154694	2
chr10	57019293	4
chr10	59613669	8
chr10	70927191	6
chr10	82263709	8
chr10	113021148	2
chr10	135534747	3
chr11	135006516	4
chr12	10770804	4
chr12	28483444	3
chr12	116250100	4
chr12	123963410	2
chr12	133851895	3
chr13	23448375	4
chr13	32912493	3
chr13	63489418	4
chr13	88607218	3
chr13	101167017	5
chr13	115169878	6
chr14	85154126	4
chr14	92343342	7
chr14	107349540	3
chr15	41060907	4
chr15	44789900	3
chr15	102531392	4
chr16	61430121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39757087	14
chr17	56573049	2
chr17	60422378	1
chr17	81195210	5
chr18	32485003	3
chr18	48903628	2
chr18	51491692	1
chr18	54534949	2
chr18	58857551	3
chr18	78077248	4
chr19	20338200	3
chr19	24058117	0
chr19	59128983	4
chr20	29569006	7
chr20	32692781	4
chr20	37837944	9
chr20	40914124	4
chr20	44479122	7
chr20	51100068	11
chr20	57232865	14
chr20	63025520	8
chr21	48129895	3
chr22	46547458	3
chr22	51304566	5
chrX	77900988	4
chrX	155270560	2
chrY	59373566	0
