CHR	END	s_5_1_sequence.WB11
chr1	9585885	6
chr1	40619461	3
chr1	151981988	5
chr1	229153656	6
chr1	249250621	4
chr2	76492890	3
chr2	133235952	4
chr2	237354663	3
chr2	239833787	4
chr2	243199373	2
chr3	4187415	3
chr3	7825823	8
chr3	12441098	3
chr3	37745490	4
chr3	39596202	7
chr3	138607478	3
chr3	141181302	7
chr3	150922449	3
chr3	165397341	5
chr3	168995079	3
chr3	172572679	7
chr3	177888505	3
chr3	185911249	5
chr3	190516079	7
chr3	193036543	5
chr3	198022430	4
chr4	48710795	2
chr4	58948480	6
chr4	87217108	4
chr4	103800817	5
chr4	105903273	3
chr4	120616761	5
chr4	179730650	3
chr4	189885826	2
chr4	191154276	4
chr5	46090253	4
chr5	137956562	2
chr5	147792446	4
chr5	154452360	6
chr5	180915260	4
chr6	8859531	2
chr6	26701205	6
chr6	120819626	3
chr6	171115067	4
chr7	113514853	7
chr7	128507450	12
chr7	131640831	10
chr7	159138663	4
chr8	3867119	4
chr8	43219909	3
chr8	71190753	4
chr8	82122478	19
chr8	87087149	4
chr8	92544674	12
chr8	98533798	1
chr8	104761982	3
chr8	107846783	1
chr8	112486236	4
chr8	120931237	24
chr8	124750763	47
chr8	129496443	11
chr8	137240553	3
chr8	141864653	2
chr8	146364022	3
chr9	38122960	3
chr9	141213431	4
chr10	29861622	4
chr10	32612270	2
chr10	56523934	4
chr10	61622470	7
chr10	70927191	6
chr10	82196780	8
chr10	113046432	2
chr10	135534747	3
chr11	46050860	4
chr11	50017133	3
chr11	135006516	4
chr12	13466344	3
chr12	28483444	2
chr12	118262165	3
chr12	123433785	2
chr12	133851895	3
chr13	32721306	3
chr13	61753086	4
chr13	86640946	3
chr13	95194152	5
chr13	115169878	6
chr14	22100477	3
chr14	27703874	2
chr14	45786758	3
chr14	63058213	2
chr14	85662986	3
chr14	92343342	7
chr14	107349540	2
chr15	102531392	4
chr16	31745449	4
chr16	46403143	8
chr16	61613101	5
chr16	69814059	2
chr16	79235388	3
chr16	90354753	2
chr17	7993670	2
chr17	10914035	1
chr17	21503823	2
chr17	28874873	6
chr17	37190590	2
chr17	39670911	14
chr17	60422378	2
chr17	81195210	5
chr18	32434918	3
chr18	48386060	2
chr18	50931136	1
chr18	54730858	2
chr18	58347221	3
chr18	78077248	4
chr19	20338200	3
chr19	24058117	0
chr19	59128983	4
chr20	30138939	7
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44438484	7
chr20	51100068	10
chr20	57232865	15
chr20	63025520	8
chr21	48129895	3
chr22	46562546	3
chr22	51304566	4
chrX	48147741	4
chrX	75116038	5
chrX	78422056	3
chrX	102227163	2
chrX	104513508	3
chrX	155270560	2
chrY	59373566	0
