CHR	END	s_5_1_sequence.WB10
chr1	97028819	2
chr1	206800050	3
chr1	249250621	2
chr2	243199373	2
chr3	39814591	3
chr3	136517415	2
chr3	198022430	3
chr4	47676702	1
chr4	191154276	2
chr5	180915260	2
chr6	171115067	2
chr7	127931897	3
chr7	159138663	2
chr8	71262456	2
chr8	82146219	13
chr8	87091937	2
chr8	92848938	7
chr8	112490277	1
chr8	129504605	16
chr8	146364022	2
chr9	141213431	2
chr10	81169187	3
chr10	126484103	2
chr10	135534747	3
chr11	135006516	2
chr12	118302423	2
chr12	123968299	1
chr12	133851895	2
chr13	90140848	3
chr13	115169878	5
chr14	85160770	2
chr14	92347174	5
chr14	107349540	2
chr15	102531392	2
chr16	56276091	3
chr16	90354753	2
chr17	37193751	2
chr17	40262058	11
chr17	60423601	1
chr17	81195210	3
chr18	1659474	4
chr18	11082044	1
chr18	20587532	3
chr18	68118663	1
chr18	78077248	2
chr19	59128983	2
chr20	63025520	4
chr21	48129895	2
chr22	51304566	2
chrX	54632202	2
chrX	70442403	3
chrX	155270560	2
chrY	23986320	1
chrY	59373566	0
