CHR	END	s_5_1_sequence.WB78
chr1	9560259	5
chr1	40619461	3
chr1	50841925	5
chr1	57130385	4
chr1	151986993	5
chr1	229168663	6
chr1	249250621	4
chr2	133708059	4
chr2	243199373	3
chr3	4208224	5
chr3	7984623	11
chr3	18610505	3
chr3	37745490	5
chr3	39590755	12
chr3	138607478	3
chr3	141181302	6
chr3	150922449	3
chr3	168995079	4
chr3	172588156	10
chr3	178186195	3
chr3	198022430	5
chr4	47677446	2
chr4	88247034	4
chr4	118929005	5
chr4	121179784	4
chr4	191154276	3
chr5	45900447	4
chr5	128669362	3
chr5	137442652	2
chr5	147792446	4
chr5	154435676	5
chr5	180915260	4
chr6	8859531	2
chr6	27434503	6
chr6	120301813	3
chr6	171115067	4
chr7	98530250	7
chr7	113519853	6
chr7	128251935	10
chr7	131655831	9
chr7	133554344	3
chr7	159138663	5
chr8	1250590	4
chr8	43273718	3
chr8	49505592	7
chr8	71185748	4
chr8	82127478	29
chr8	87087149	6
chr8	92564772	16
chr8	98513134	1
chr8	104761982	2
chr8	109406073	1
chr8	112486236	4
chr8	120931237	37
chr8	124755896	68
chr8	129496443	16
chr8	133135741	3
chr8	141864653	2
chr8	146364022	4
chr9	4800630	2
chr9	41538656	4
chr9	138923543	5
chr9	141213431	4
chr10	20665956	5
chr10	29978864	4
chr10	33154694	2
chr10	57024426	4
chr10	82273835	7
chr10	112445215	2
chr10	126480672	3
chr10	135534747	4
chr11	135006516	4
chr12	7951916	4
chr12	28463104	3
chr12	108112094	4
chr12	111714606	3
chr12	116280249	4
chr12	124441036	2
chr12	133851895	3
chr13	94744122	3
chr13	115169878	7
chr14	45382995	5
chr14	57902679	3
chr14	85657985	5
chr14	92343342	11
chr14	107349540	3
chr15	69440841	4
chr15	102531392	3
chr16	61460392	4
chr16	90354753	2
chr17	21509803	2
chr17	28897026	8
chr17	37190590	2
chr17	39762207	18
chr17	45987932	2
chr17	60422378	1
chr17	81195210	4
chr18	32434918	3
chr18	48872985	2
chr18	51491692	1
chr18	78077248	3
chr19	4418050	2
chr19	20280188	3
chr19	24058117	0
chr19	59128983	4
chr20	30138939	7
chr20	32692781	4
chr20	37655415	7
chr20	40914124	4
chr20	44966467	7
chr20	57717203	10
chr20	63025520	7
chr21	48129895	4
chr22	46567629	3
chr22	51304566	6
chrX	47620240	4
chrX	75116038	5
chrX	78412043	3
chrX	136863339	2
chrX	155270560	3
chrY	59373566	0
