CHR	END	s_5_1_sequence.WB12
chr1	9713578	5
chr1	40619461	3
chr1	151981988	5
chr1	229678060	6
chr1	249250621	4
chr2	133235952	4
chr2	243199373	3
chr3	3198217	5
chr3	8069832	7
chr3	18585505	3
chr3	24852080	6
chr3	37745490	5
chr3	39704379	7
chr3	138973980	3
chr3	142171212	9
chr3	150912366	3
chr3	156602652	6
chr3	158166800	3
chr3	165230908	6
chr3	168995079	3
chr3	172588156	7
chr3	178115987	3
chr3	183260123	6
chr3	190778178	8
chr3	198022430	5
chr4	48705710	2
chr4	88247034	5
chr4	120616761	6
chr4	189769441	4
chr4	191154276	5
chr5	7676359	5
chr5	49924622	4
chr5	129177343	3
chr5	137921339	2
chr5	142111018	5
chr5	147792446	4
chr5	154425676	7
chr5	180915260	4
chr6	8844501	2
chr6	24642175	6
chr6	27461594	5
chr6	116137018	3
chr6	171115067	4
chr7	113519853	7
chr7	131669157	12
chr7	159138663	4
chr8	2305982	4
chr8	43235469	3
chr8	71180748	4
chr8	82137489	18
chr8	87087149	3
chr8	92461242	12
chr8	112486236	3
chr8	120976466	26
chr8	124745763	49
chr8	129491443	12
chr8	131572324	5
chr8	142327279	3
chr8	146364022	6
chr9	37996995	3
chr9	141213431	4
chr10	30454562	3
chr10	33154694	2
chr10	56029065	3
chr10	70927191	4
chr10	82414542	6
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	12344953	4
chr12	29008053	3
chr12	116260121	4
chr12	123874671	2
chr12	133851895	3
chr13	94749122	4
chr13	115169878	6
chr14	45037603	4
chr14	57897679	3
chr14	85622471	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61527000	4
chr16	90354753	2
chr17	21676807	2
chr17	28885000	7
chr17	37190590	2
chr17	40256635	15
chr17	60422378	2
chr17	81195210	6
chr18	31899760	3
chr18	48913806	2
chr18	51491692	1
chr18	54585233	2
chr18	78077248	3
chr19	20620722	4
chr19	24058117	0
chr19	59128983	4
chr20	30149058	7
chr20	32955723	4
chr20	37822915	9
chr20	40914124	4
chr20	44469097	8
chr20	51100068	11
chr20	57202506	15
chr20	58247876	10
chr20	63025520	7
chr21	48129895	4
chr22	46562546	3
chr22	51304566	4
chrX	77900988	4
chrX	155270560	2
chrY	59373566	0
