CHR	END	s_5_1_sequence.WB67
chr1	9657445	6
chr1	40619461	3
chr1	230183502	6
chr1	249250621	4
chr2	243199373	3
chr3	19145774	5
chr3	25367801	8
chr3	39798363	6
chr3	80887249	4
chr3	86309968	3
chr3	138607478	4
chr3	141206564	11
chr3	150957619	4
chr3	165281507	8
chr3	168995079	4
chr3	172588156	6
chr3	178010380	4
chr3	185637046	8
chr3	191020381	12
chr3	198022430	6
chr4	48710795	2
chr4	58968621	7
chr4	89829557	4
chr4	120616761	5
chr4	179809976	3
chr4	191154276	2
chr5	137956562	2
chr5	147792446	4
chr5	154477842	8
chr5	180915260	4
chr6	8859531	3
chr6	27444545	7
chr6	171115067	4
chr7	57449152	7
chr7	65745905	5
chr7	73329290	7
chr7	77181126	5
chr7	113519853	7
chr7	131650831	13
chr7	132932623	2
chr7	159138663	4
chr8	43245472	4
chr8	71260929	7
chr8	82122478	19
chr8	87598193	6
chr8	91287994	16
chr8	112486236	5
chr8	120981495	29
chr8	124720699	57
chr8	129486443	15
chr8	137240553	7
chr8	141864653	3
chr8	146364022	8
chr9	37991960	3
chr9	141213431	4
chr10	29978864	5
chr10	33154694	2
chr10	56992703	5
chr10	61682797	9
chr10	70927191	7
chr10	82273835	10
chr10	135534747	2
chr11	135006516	5
chr12	12466723	3
chr12	28483444	2
chr12	116245005	3
chr12	123448861	1
chr12	133851895	2
chr13	32255816	5
chr13	61250857	7
chr13	63238001	6
chr13	66232431	5
chr13	72427669	4
chr13	85379337	5
chr13	88591988	7
chr13	111634121	8
chr13	115169878	11
chr14	44988098	5
chr14	48641222	3
chr14	85159226	5
chr14	92343342	8
chr14	107349540	4
chr15	102531392	3
chr16	2594230	4
chr16	60436949	6
chr16	90354753	3
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39789793	16
chr17	60422378	2
chr17	81195210	7
chr18	32434918	4
chr18	48406131	2
chr18	50900852	1
chr18	54111922	2
chr18	59360528	4
chr18	78077248	6
chr19	4922002	3
chr19	20349599	5
chr19	24058117	0
chr19	59128983	4
chr20	30133905	7
chr20	32692781	2
chr20	37832943	10
chr20	40914124	2
chr20	44489206	8
chr20	51100068	13
chr20	57691840	18
chr20	63025520	7
chr21	48129895	3
chr22	41406650	3
chr22	47566144	2
chr22	51304566	4
chrX	75100628	5
chrX	78427057	4
chrX	100876764	2
chrX	104128369	3
chrX	155270560	2
chrY	59373566	0
