CHR	END	s_5_1_sequence.WB36
chr1	9703566	5
chr1	40619461	3
chr1	156073105	5
chr1	229647143	6
chr1	249250621	4
chr2	38823560	5
chr2	135295786	4
chr2	243199373	3
chr3	4208224	5
chr3	7973565	7
chr3	18580494	3
chr3	40352987	5
chr3	139014195	3
chr3	141252669	6
chr3	150922449	3
chr3	178171153	4
chr3	196220114	6
chr3	198022430	4
chr4	47952654	2
chr4	62166646	4
chr4	88411440	5
chr4	120895664	6
chr4	191154276	4
chr5	50012664	4
chr5	128994142	3
chr5	137956562	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	26840652	6
chr6	120135623	3
chr6	171115067	4
chr7	54469197	7
chr7	81867122	6
chr7	113519853	7
chr7	128491471	11
chr7	131635815	10
chr7	133509217	2
chr7	159138663	4
chr8	2321004	5
chr8	43245472	3
chr8	71165134	4
chr8	82110278	20
chr8	87087149	5
chr8	92692765	13
chr8	112486236	2
chr8	120936237	28
chr8	124755896	51
chr8	129496443	16
chr8	136966793	4
chr8	142042158	2
chr8	146364022	4
chr9	21357586	3
chr9	27015041	4
chr9	41538656	3
chr9	141213431	4
chr10	30011435	4
chr10	33088861	2
chr10	56523934	4
chr10	82248545	6
chr10	112617608	2
chr10	135534747	3
chr11	135006516	4
chr12	10816263	4
chr12	28982366	3
chr12	116280249	4
chr12	123453861	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45920775	5
chr14	57948243	3
chr14	85642481	5
chr14	92333342	8
chr14	107349540	3
chr15	102531392	4
chr16	3280825	3
chr16	28498172	4
chr16	31207413	3
chr16	46416443	6
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	40504277	15
chr17	60422378	2
chr17	81195210	6
chr18	32445075	3
chr18	42723032	2
chr18	45807859	3
chr18	54226737	2
chr18	78077248	3
chr19	20212370	3
chr19	23529133	0
chr19	59128983	4
chr20	30113704	7
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44463849	7
chr20	51100068	10
chr20	57525833	13
chr20	63025520	7
chr21	48129895	4
chr22	23730946	4
chr22	29551962	5
chr22	47545938	4
chr22	51304566	7
chrX	50138583	4
chrX	75052135	5
chrX	78412043	3
chrX	155270560	2
chrY	59373566	0
