CHR	END	s_5_1_sequence.WB55
chr1	9911934	5
chr1	40619461	3
chr1	151976981	5
chr1	229123522	6
chr1	249250621	4
chr2	133235952	4
chr2	238878909	3
chr2	243199373	4
chr3	4208224	5
chr3	8109413	11
chr3	12961075	3
chr3	35682239	5
chr3	39798363	8
chr3	138572001	3
chr3	141181302	7
chr3	150922449	3
chr3	168995079	4
chr3	172588156	10
chr3	177985365	3
chr3	182849966	5
chr3	193083313	6
chr3	197301580	5
chr3	198022430	3
chr4	48695586	2
chr4	87733528	4
chr4	120880636	5
chr4	191154276	3
chr5	45411762	4
chr5	128207317	3
chr5	137753336	2
chr5	147787446	4
chr5	153988668	6
chr5	180915260	4
chr6	8859531	3
chr6	26238429	6
chr6	120301813	3
chr6	120923165	5
chr6	167000528	4
chr6	171115067	5
chr7	1604838	5
chr7	72786990	7
chr7	77397723	5
chr7	99545712	7
chr7	113519853	6
chr7	127785942	10
chr7	131640831	8
chr7	159138663	4
chr8	2310996	5
chr8	43273718	3
chr8	49510643	7
chr8	71180748	4
chr8	82137489	30
chr8	87087149	6
chr8	92549687	15
chr8	98533798	1
chr8	104736037	2
chr8	109406073	1
chr8	112486236	5
chr8	120961368	38
chr8	124740763	74
chr8	129496443	16
chr8	137240553	4
chr8	141864653	2
chr8	146364022	4
chr9	38001996	3
chr9	141213431	4
chr10	21418093	5
chr10	30011435	4
chr10	33154694	2
chr10	57012808	4
chr10	59079012	9
chr10	71432279	6
chr10	82326747	8
chr10	112112284	2
chr10	131222876	3
chr10	135534747	4
chr11	135006516	4
chr12	5862776	5
chr12	11529259	4
chr12	28406089	3
chr12	116280249	4
chr12	123453861	2
chr12	133851895	3
chr13	87134256	3
chr13	95062498	2
chr13	115169878	6
chr14	44988098	5
chr14	57948243	4
chr14	85647481	5
chr14	92343342	11
chr14	107349540	3
chr15	65378711	4
chr15	102531392	3
chr16	61420121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39762207	21
chr17	60422378	2
chr17	81195210	6
chr18	33986864	3
chr18	48888391	2
chr18	51491692	1
chr18	78077248	3
chr19	20280188	3
chr19	24058117	0
chr19	59128983	4
chr20	30133905	7
chr20	32692781	4
chr20	37327572	9
chr20	41219811	5
chr20	44489206	8
chr20	51090029	11
chr20	57232865	14
chr20	63025520	8
chr21	48129895	4
chr22	38838618	3
chr22	47566144	4
chr22	51304566	5
chrX	54655948	4
chrX	69659815	5
chrX	78392026	4
chrX	134669699	2
chrX	155270560	3
chrY	59373566	0
