CHR	END	s_5_1_sequence.WB90
chr1	9565277	5
chr1	41134805	3
chr1	106665441	5
chr1	229133522	6
chr1	249250621	4
chr2	133220833	4
chr2	239090492	3
chr2	243199373	4
chr3	4208224	5
chr3	7917045	7
chr3	19677855	4
chr3	39757288	5
chr3	138607478	3
chr3	141181302	7
chr3	150720622	3
chr3	165397341	5
chr3	168995079	3
chr3	172572679	7
chr3	177716338	3
chr3	180282583	4
chr3	195760733	6
chr3	198022430	5
chr4	48644497	2
chr4	92379269	5
chr4	121144338	6
chr4	190430544	4
chr4	191154276	6
chr5	46034537	5
chr5	128664362	3
chr5	137931372	2
chr5	147792446	4
chr5	154482842	6
chr5	180915260	4
chr6	9368174	3
chr6	25366021	6
chr6	34181758	4
chr6	120819626	3
chr6	171115067	4
chr7	113514853	7
chr7	127916299	12
chr7	131669157	10
chr7	133201999	3
chr7	159138663	4
chr8	50530070	3
chr8	70743010	5
chr8	82127478	20
chr8	87087149	6
chr8	92526972	16
chr8	112486236	2
chr8	120971442	31
chr8	124735761	55
chr8	129476443	14
chr8	137240553	3
chr8	141849387	2
chr8	146364022	4
chr9	37976960	3
chr9	141213431	4
chr10	29485174	4
chr10	33154694	3
chr10	56523934	4
chr10	61577414	7
chr10	70927191	6
chr10	82273835	8
chr10	112617608	2
chr10	135534747	3
chr11	135006516	4
chr12	12527648	4
chr12	28483444	3
chr12	116275221	4
chr12	123418724	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	44988098	5
chr14	57948243	3
chr14	85657985	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	31027191	4
chr16	34492814	6
chr16	60676255	4
chr16	90354753	2
chr17	21676807	2
chr17	28891426	8
chr17	37190590	2
chr17	39640900	16
chr17	60422378	2
chr17	81195210	6
chr18	32424918	3
chr18	48396125	2
chr18	50971557	1
chr18	54499901	2
chr18	78077248	3
chr19	20222505	3
chr19	24058117	0
chr19	59128983	5
chr20	30108652	8
chr20	32692781	4
chr20	37837944	9
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	57631498	14
chr20	63025520	7
chr21	48129895	4
chr22	38306976	4
chr22	43489203	3
chr22	47566144	4
chr22	51304566	7
chrX	54635183	5
chrX	75116038	6
chrX	155270560	2
chrY	59373566	0
