CHR	END	s_5_1_sequence.WB59
chr1	8891316	5
chr1	40454936	3
chr1	151951832	5
chr1	229153656	6
chr1	249250621	4
chr2	2589145	3
chr2	133728179	4
chr2	243199373	3
chr3	7447249	6
chr3	28388155	4
chr3	39798363	5
chr3	138607478	3
chr3	141181302	7
chr3	150851993	3
chr3	165256320	5
chr3	168995079	3
chr3	172588156	7
chr3	179783457	3
chr3	184242902	5
chr3	192976440	7
chr3	198022430	5
chr4	48710795	2
chr4	58435748	6
chr4	88206000	4
chr4	120652204	5
chr4	180092803	3
chr4	189901912	2
chr4	191154276	4
chr5	49802376	4
chr5	137916246	2
chr5	147735838	4
chr5	154497930	6
chr5	180915260	4
chr6	8834488	3
chr6	26994069	6
chr6	119685280	3
chr6	167121229	4
chr6	171115067	6
chr7	71861039	7
chr7	76566835	5
chr7	113498359	7
chr7	128507450	12
chr7	131674157	10
chr7	159138663	4
chr8	43260110	3
chr8	71180748	4
chr8	82137489	18
chr8	87087149	3
chr8	92549687	12
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120941267	26
chr8	124755896	50
chr8	129496443	11
chr8	131532193	6
chr8	142373059	3
chr8	146364022	4
chr9	21876274	3
chr9	27536680	4
chr9	41538656	3
chr9	141213431	4
chr10	30011435	4
chr10	33154694	2
chr10	56523934	4
chr10	61587414	7
chr10	70927191	6
chr10	81748178	7
chr10	112617608	2
chr10	135534747	3
chr11	135006516	4
chr12	12370035	4
chr12	28284224	3
chr12	116280249	4
chr12	123453861	2
chr12	133851895	3
chr13	33252393	3
chr13	63586343	4
chr13	85379337	3
chr13	94749122	4
chr13	115169878	6
chr14	44988098	4
chr14	57755495	3
chr14	85632481	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	3290922	3
chr16	31729545	4
chr16	46429647	6
chr16	61455121	4
chr16	66620324	2
chr16	70386535	1
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39534092	13
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	48913806	2
chr18	51332118	1
chr18	54226737	2
chr18	58322215	3
chr18	78077248	4
chr19	20354650	3
chr19	24058117	0
chr19	59128983	4
chr20	30128878	7
chr20	32692781	4
chr20	37837944	9
chr20	41168352	4
chr20	44489206	8
chr20	51075009	10
chr20	57510620	13
chr20	63025520	7
chr21	48129895	3
chr22	46547458	3
chr22	51304566	4
chrX	78427057	4
chrX	155270560	2
chrY	59373566	0
