CHR	END	s_5_1_sequence.WB83
chr1	8660294	6
chr1	40498057	3
chr1	152089020	5
chr1	229158656	6
chr1	249250621	4
chr2	133225833	4
chr2	243199373	3
chr3	7351942	6
chr3	18575399	3
chr3	24862081	5
chr3	27114433	3
chr3	39803397	5
chr3	138607478	3
chr3	141141098	7
chr3	150912366	3
chr3	168980003	5
chr3	172588156	7
chr3	178126040	3
chr3	198022430	5
chr4	47677446	2
chr4	87733528	4
chr4	120016995	5
chr4	123715752	4
chr4	191154276	3
chr5	50002629	5
chr5	128625272	3
chr5	137911152	2
chr5	142596839	5
chr5	147792446	4
chr5	153988668	6
chr5	180915260	4
chr6	8854507	3
chr6	27449545	6
chr6	120809626	3
chr6	171115067	4
chr7	70901951	7
chr7	78250687	6
chr7	113519853	7
chr7	128512450	12
chr7	131640831	10
chr7	159138663	4
chr8	2259619	4
chr8	42987326	3
chr8	70743010	4
chr8	82137489	18
chr8	87598193	5
chr8	92521972	15
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	120971442	32
chr8	124755896	54
chr8	129491443	15
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29758351	4
chr10	33154694	2
chr10	56523934	4
chr10	61682797	7
chr10	70927191	6
chr10	82278835	7
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	11615598	4
chr12	28458104	3
chr12	116280249	4
chr12	123453861	2
chr12	133851895	3
chr13	95259673	3
chr13	115169878	5
chr14	46000753	5
chr14	57948243	3
chr14	85637481	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	32655742	4
chr16	46969097	8
chr16	61080650	5
chr16	90354753	3
chr17	21541071	2
chr17	28897026	8
chr17	37190590	2
chr17	40256635	19
chr17	60422378	2
chr17	81195210	5
chr18	13262188	2
chr18	32925902	4
chr18	53706588	3
chr18	78077248	5
chr19	19700133	3
chr19	24058117	0
chr19	59128983	5
chr20	30045659	7
chr20	32692781	4
chr20	37786589	8
chr20	40914124	4
chr20	44489206	8
chr20	51100068	11
chr20	57561160	14
chr20	63025520	6
chr21	48129895	4
chr22	47555938	4
chr22	51304566	6
chrX	54635183	4
chrX	67414110	5
chrX	75116038	4
chrX	155270560	2
chrY	59373566	0
