CHR	END	s_5_1_sequence.WB34
chr1	9090443	5
chr1	40095315	3
chr1	120304528	5
chr1	229153656	6
chr1	249250621	4
chr2	133235952	4
chr2	243199373	3
chr3	7326306	5
chr3	19084602	4
chr3	39793363	5
chr3	138607478	3
chr3	142124784	7
chr3	150922449	3
chr3	165387098	5
chr3	168995079	3
chr3	172588156	6
chr3	178176153	3
chr3	198022430	6
chr4	47682446	2
chr4	87702097	5
chr4	120616761	6
chr4	190384998	4
chr4	191154276	6
chr5	45331995	5
chr5	128608008	3
chr5	137890746	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	3
chr6	25880008	6
chr6	34722750	4
chr6	120819626	3
chr6	171115067	4
chr7	54954290	7
chr7	82870425	6
chr7	113519853	7
chr7	128502445	12
chr7	131660831	10
chr7	159138663	4
chr8	43235469	3
chr8	71185748	5
chr8	82137489	20
chr8	87087149	5
chr8	92544674	17
chr8	98533798	1
chr8	104731037	3
chr8	107846783	1
chr8	112486236	3
chr8	120971442	31
chr8	124755896	56
chr8	128987833	17
chr8	137099564	4
chr8	141789207	2
chr8	146364022	4
chr9	37976960	3
chr9	141213431	4
chr10	29898124	4
chr10	33154694	2
chr10	56916617	4
chr10	61682797	8
chr10	70927191	6
chr10	82221862	8
chr10	113132116	2
chr10	135534747	3
chr11	135006516	4
chr12	2202629	4
chr12	6823101	5
chr12	13461344	4
chr12	28483444	3
chr12	116255121	4
chr12	123932694	2
chr12	133851895	3
chr13	94744122	3
chr13	115169878	5
chr14	45509612	5
chr14	57948243	4
chr14	85662986	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	39757087	17
chr17	60696785	2
chr17	81195210	6
chr18	32424918	3
chr18	48913806	2
chr18	51491692	1
chr18	54172101	2
chr18	78077248	3
chr19	20332844	3
chr19	24058117	0
chr19	59128983	5
chr20	30128878	8
chr20	32692781	4
chr20	37827942	8
chr20	40914124	4
chr20	44489206	8
chr20	51100068	10
chr20	57717203	14
chr20	63025520	7
chr21	39798789	4
chr21	48129895	5
chr22	47520647	4
chr22	51304566	7
chrX	74868354	5
chrX	77885974	4
chrX	155270560	2
chrY	59373566	0
