CHR	END	s_5_1_sequence.WB69
chr1	9529640	6
chr1	40508089	3
chr1	229657761	5
chr1	249250621	4
chr2	133728179	4
chr2	243199373	3
chr3	7326306	6
chr3	18516799	3
chr3	39783283	5
chr3	138607478	3
chr3	142191489	6
chr3	150922449	3
chr3	168995079	4
chr3	172588156	7
chr3	178080629	3
chr3	198022430	5
chr4	47702594	2
chr4	88776844	4
chr4	121134338	5
chr4	191154276	4
chr5	50007630	5
chr5	128008842	3
chr5	137803904	2
chr5	142111018	5
chr5	147757435	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	3
chr6	24367180	6
chr6	26664376	5
chr6	83896196	3
chr6	88651280	2
chr6	120819626	3
chr6	167015648	4
chr6	171115067	5
chr7	113438243	7
chr7	131655831	12
chr7	132962749	3
chr7	159138663	4
chr8	1536451	3
chr8	43255011	2
chr8	71195766	4
chr8	82122478	20
chr8	87087149	5
chr8	92657544	13
chr8	98528798	1
chr8	104761982	3
chr8	109395445	1
chr8	112486236	5
chr8	120976466	31
chr8	124750763	51
chr8	129486443	16
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	29903124	4
chr10	33154694	2
chr10	57012808	4
chr10	61162109	7
chr10	70886363	6
chr10	82300861	7
chr10	112617608	2
chr10	132641825	3
chr10	135534747	4
chr11	135006516	4
chr12	13461344	4
chr12	29008053	3
chr12	107096767	4
chr12	109690060	3
chr12	116280249	4
chr12	123453861	2
chr12	133851895	3
chr13	94749122	3
chr13	115169878	5
chr14	45958737	5
chr14	57948243	3
chr14	85647481	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61440121	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	40256635	16
chr17	60422378	2
chr17	81195210	6
chr18	32445075	3
chr18	48391070	2
chr18	50971557	1
chr18	54715858	2
chr18	78077248	3
chr19	20222505	3
chr19	24058117	0
chr19	28805843	6
chr19	49500212	5
chr19	52555861	6
chr19	55912073	5
chr19	59128983	6
chr20	29809342	7
chr20	32692781	4
chr20	37725798	9
chr20	40914124	4
chr20	44484160	7
chr20	51095068	11
chr20	57520766	15
chr20	63025520	7
chr21	48129895	4
chr22	40882450	4
chr22	47566144	3
chr22	51304566	6
chrX	75105698	4
chrX	155270560	2
chrY	59373566	0
