CHR	END	s_5_1_sequence.WB4
chr1	9713578	5
chr1	40619461	3
chr1	117160559	5
chr1	229153656	6
chr1	249250621	4
chr2	133743181	4
chr2	242012061	3
chr2	243199373	4
chr3	4208224	4
chr3	8209956	7
chr3	19099767	3
chr3	39783283	5
chr3	138607478	3
chr3	142191489	5
chr3	150887300	3
chr3	165616281	5
chr3	168995079	3
chr3	172582739	7
chr3	178075492	3
chr3	183379341	5
chr3	192926009	7
chr3	198022430	5
chr4	48710795	2
chr4	58928476	5
chr4	88662240	4
chr4	119982597	5
chr4	123700367	4
chr4	179138234	3
chr4	189901912	2
chr4	191154276	4
chr5	49744403	4
chr5	137895787	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8859531	2
chr6	24947718	6
chr6	27962845	4
chr6	120819626	3
chr6	171115067	4
chr7	113509688	7
chr7	128507450	12
chr7	131640831	10
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	71260929	4
chr8	82132478	18
chr8	87087149	4
chr8	92526972	11
chr8	98533798	1
chr8	104736037	3
chr8	109406073	1
chr8	112486236	4
chr8	120931237	23
chr8	124740763	48
chr8	129496443	11
chr8	132584331	5
chr8	142373059	3
chr8	146364022	4
chr9	41462688	3
chr9	141213431	4
chr10	29726947	4
chr10	33154694	2
chr10	56987703	4
chr10	61647584	7
chr10	71432279	6
chr10	82130819	7
chr10	112893653	2
chr10	135534747	3
chr11	135006516	4
chr12	11915557	4
chr12	28483444	3
chr12	116280249	4
chr12	123963410	2
chr12	133851895	3
chr13	33187078	3
chr13	61250857	4
chr13	86969747	3
chr13	100958395	5
chr13	115169878	6
chr14	85622471	4
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	61460392	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	39789793	12
chr17	60422378	2
chr17	81195210	5
chr18	32545258	3
chr18	48381018	2
chr18	50971557	1
chr18	54715858	2
chr18	59892784	3
chr18	78077248	4
chr19	19700133	3
chr19	24058117	0
chr19	59128983	4
chr20	30133905	7
chr20	32692781	4
chr20	37817914	9
chr20	40914124	4
chr20	44489206	8
chr20	51100068	10
chr20	57601278	13
chr20	63025520	8
chr21	48129895	3
chr22	46547458	3
chr22	51304566	4
chrX	47615189	4
chrX	67371485	5
chrX	78427057	4
chrX	155270560	2
chrY	59373566	0
