CHR	END	s_5_1_sequence.WB51
chr1	8650294	4
chr1	40599249	3
chr1	105093682	4
chr1	151477596	5
chr1	229678060	6
chr1	249250621	4
chr2	133209420	4
chr2	243199373	3
chr3	7321305	5
chr3	18565397	3
chr3	39798363	5
chr3	138607478	3
chr3	142191489	8
chr3	150922449	3
chr3	165316225	6
chr3	168995079	4
chr3	172588156	6
chr3	178100987	3
chr3	193058301	7
chr3	198022430	5
chr4	47677446	2
chr4	83582908	4
chr4	88431471	3
chr4	121104030	5
chr4	190420475	3
chr4	191154276	5
chr5	45365965	5
chr5	128968926	3
chr5	137956562	2
chr5	147742435	4
chr5	154803684	6
chr5	180915260	4
chr6	8834488	2
chr6	26701205	6
chr6	120819626	3
chr6	171115067	4
chr7	71381500	7
chr7	78771025	5
chr7	113519853	7
chr7	127861167	12
chr7	131660831	9
chr7	159138663	4
chr8	2332702	4
chr8	43255011	3
chr8	71160134	4
chr8	82137489	15
chr8	87087149	4
chr8	92652544	12
chr8	98533798	0
chr8	104736037	2
chr8	109406073	0
chr8	112486236	4
chr8	129370332	29
chr8	131572324	5
chr8	141864653	2
chr8	146364022	5
chr9	21925608	3
chr9	27536680	4
chr9	41538656	3
chr9	141213431	4
chr10	28761996	3
chr10	33143929	2
chr10	56997724	3
chr10	61662682	5
chr10	70927191	4
chr10	77049463	5
chr10	80664309	7
chr10	82424542	5
chr10	113056620	2
chr10	135534747	3
chr11	135006516	4
chr12	7398936	4
chr12	32634585	3
chr12	108074958	4
chr12	112737603	3
chr12	116234935	4
chr12	123963410	2
chr12	133851895	3
chr13	94749122	4
chr13	115169878	5
chr14	46005759	5
chr14	57928085	3
chr14	85657985	5
chr14	92520652	7
chr14	107349540	3
chr15	40556482	4
chr15	46125134	3
chr15	102531392	4
chr16	61344437	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	39810118	17
chr17	60422378	2
chr17	81195210	6
chr18	32445075	3
chr18	48898435	2
chr18	51491692	1
chr18	54454671	2
chr18	78077248	3
chr19	20630761	4
chr19	24058117	0
chr19	59128983	5
chr20	30050715	8
chr20	32692781	4
chr20	37786589	8
chr20	40914124	4
chr20	44448704	8
chr20	51100068	10
chr20	57737436	14
chr20	63025520	7
chr21	48129895	4
chr22	46552494	4
chr22	51304566	6
chrX	47101676	4
chrX	75116038	5
chrX	77900988	3
chrX	155270560	2
chrY	59373566	0
