CHR	END	s_5_1_sequence.WB42
chr1	9713578	5
chr1	40619461	3
chr1	150979683	5
chr1	229168663	6
chr1	249250621	4
chr2	133698059	4
chr2	243199373	3
chr3	4208224	5
chr3	8024645	11
chr3	12961075	3
chr3	36198047	5
chr3	39808397	10
chr3	138607478	3
chr3	142176423	5
chr3	150922449	3
chr3	165251320	5
chr3	168990041	3
chr3	172582739	10
chr3	178050450	3
chr3	184358487	5
chr3	193016541	7
chr3	198022430	5
chr4	47697594	2
chr4	88221453	5
chr4	120482440	6
chr4	191154276	4
chr5	49942614	4
chr5	129182343	3
chr5	137768535	2
chr5	147747435	4
chr5	154425676	6
chr5	180915260	4
chr6	8819193	2
chr6	24962825	6
chr6	34176250	4
chr6	55749101	3
chr6	62464598	5
chr6	120819626	3
chr6	168507147	4
chr6	171115067	5
chr7	99535570	6
chr7	113519853	5
chr7	127891284	8
chr7	131655831	6
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	49505592	6
chr8	71185748	4
chr8	82132478	29
chr8	87087149	5
chr8	92564772	15
chr8	98533798	1
chr8	104741037	3
chr8	109406073	1
chr8	112486236	5
chr8	120946270	39
chr8	124750763	72
chr8	129496443	16
chr8	146364022	3
chr9	41538656	3
chr9	141213431	4
chr10	21671265	5
chr10	29797337	4
chr10	33154694	2
chr10	57002786	4
chr10	61637504	7
chr10	70927191	6
chr10	77074817	7
chr10	80664309	9
chr10	82424542	6
chr10	113041428	2
chr10	134908584	3
chr10	135534747	4
chr11	135006516	4
chr12	7738339	4
chr12	28701693	3
chr12	116265151	4
chr12	125482252	2
chr12	133851895	4
chr13	94749122	3
chr13	115169878	7
chr14	44988098	5
chr14	57948243	3
chr14	85642481	5
chr14	92343342	12
chr14	107349540	3
chr15	70958689	4
chr15	102531392	3
chr16	31745449	4
chr16	46403143	6
chr16	61374702	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	39757087	19
chr17	60422378	2
chr17	81195210	6
chr18	32455231	3
chr18	48913806	2
chr18	51491692	1
chr18	54705578	2
chr18	78077248	3
chr19	20327603	3
chr19	24058117	0
chr19	59128983	4
chr20	30143961	8
chr20	33143872	4
chr20	37720785	9
chr20	40914124	4
chr20	44489206	7
chr20	51100068	10
chr20	57701840	15
chr20	63025520	8
chr21	48129895	4
chr22	51304566	4
chrX	78049937	4
chrX	134709722	2
chrX	155270560	3
chrY	59373566	0
