CHR	END	s_5_1_sequence.WB8
chr1	9524624	5
chr1	40619461	3
chr1	152099020	5
chr1	229153656	6
chr1	249250621	4
chr2	133743181	4
chr2	243199373	3
chr3	4208224	4
chr3	8189885	6
chr3	19104767	3
chr3	23311438	6
chr3	33297951	4
chr3	39762511	5
chr3	138607478	3
chr3	141986719	6
chr3	150801797	3
chr3	156602652	5
chr3	158166800	3
chr3	165377068	5
chr3	168995079	3
chr3	172588156	6
chr3	178156139	3
chr3	183364148	5
chr3	193083313	6
chr3	198022430	5
chr4	47677446	2
chr4	88832803	4
chr4	102679306	5
chr4	105928326	4
chr4	120011773	5
chr4	122683038	4
chr4	191154276	3
chr5	45704334	5
chr5	129182343	3
chr5	137870423	2
chr5	147792446	4
chr5	153988668	6
chr5	180915260	4
chr6	9363173	2
chr6	23732679	6
chr6	27461594	4
chr6	120271605	3
chr6	171115067	4
chr7	23618810	6
chr7	55946487	7
chr7	113498359	6
chr7	127916299	11
chr7	131660831	9
chr7	159138663	4
chr8	42237929	3
chr8	71190753	4
chr8	82132478	19
chr8	87087149	5
chr8	92617514	13
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	4
chr8	129390471	29
chr8	146364022	3
chr9	41538656	2
chr9	141213431	4
chr10	29520180	3
chr10	33154694	2
chr10	52311112	3
chr10	56003715	2
chr10	62699536	3
chr10	70927191	2
chr10	77074817	3
chr10	82424542	5
chr10	113041428	2
chr10	135534747	3
chr11	135006516	4
chr12	6375494	5
chr12	13968451	4
chr12	28483444	3
chr12	116189781	4
chr12	123927330	2
chr12	133851895	3
chr13	94744122	3
chr13	115169878	5
chr14	46005759	5
chr14	57928085	3
chr14	85662986	5
chr14	91825294	8
chr14	92856073	5
chr14	107349540	3
chr15	102531392	4
chr16	5044742	3
chr16	28498172	4
chr16	31696539	3
chr16	34779857	6
chr16	61414977	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	8
chr17	37190590	2
chr17	39778911	16
chr17	60422378	2
chr17	81195210	5
chr18	32424918	3
chr18	48913806	2
chr18	51491692	1
chr18	54357574	2
chr18	78077248	3
chr19	20354650	3
chr19	24058117	0
chr19	59128983	3
chr20	30133905	7
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44469097	7
chr20	51100068	10
chr20	57515702	14
chr20	63025520	7
chr21	48129895	4
chr22	46562546	4
chr22	51304566	6
chrX	54764342	4
chrX	67253357	5
chrX	75064131	4
chrX	155270560	2
chrY	59373566	0
