CHR	END	s_5_1_sequence.WB25
chr1	9575511	5
chr1	40609366	3
chr1	156165562	5
chr1	229622029	7
chr1	249250621	5
chr2	133235952	4
chr2	243199373	3
chr3	4208224	4
chr3	8199887	7
chr3	36719757	4
chr3	39778004	7
chr3	138607478	3
chr3	141422177	7
chr3	150821859	3
chr3	168995079	5
chr3	172588156	6
chr3	177716338	3
chr3	184298225	5
chr3	192951214	6
chr3	198022430	5
chr4	48629392	2
chr4	88385225	5
chr4	120616761	6
chr4	189699010	4
chr4	191154276	5
chr5	46400542	5
chr5	128674362	3
chr5	137819262	2
chr5	147792446	4
chr5	153953393	6
chr5	180915260	4
chr6	8859531	2
chr6	24531182	6
chr6	27461594	5
chr6	120819626	3
chr6	171115067	4
chr7	1649992	5
chr7	62219078	7
chr7	65643590	5
chr7	99551283	7
chr7	113519853	6
chr7	128486471	10
chr7	131640831	8
chr7	159138663	4
chr8	43245472	3
chr8	49531476	4
chr8	70743010	5
chr8	82127478	21
chr8	87087149	5
chr8	92506505	17
chr8	99028970	1
chr8	104675545	3
chr8	109401073	1
chr8	112486236	5
chr8	120981495	32
chr8	124745763	54
chr8	128982736	17
chr8	131572324	6
chr8	142373059	3
chr8	146364022	5
chr9	37976960	3
chr9	141213431	4
chr10	29948807	4
chr10	33154694	2
chr10	57024426	4
chr10	61682797	8
chr10	70927191	6
chr10	81362739	7
chr10	112617608	2
chr10	135534747	3
chr11	135006516	4
chr12	10841318	4
chr12	28401089	3
chr12	108085113	4
chr12	112737603	3
chr12	116199781	4
chr12	123963410	2
chr12	133851895	4
chr13	94749122	3
chr13	115169878	5
chr14	45941151	5
chr14	57923045	3
chr14	85662986	5
chr14	92343342	8
chr14	107349540	3
chr15	102531392	4
chr16	3225033	3
chr16	29291273	4
chr16	31207413	3
chr16	46416443	5
chr16	61399952	4
chr16	90354753	2
chr17	21676807	2
chr17	28897026	9
chr17	37190590	2
chr17	40478311	16
chr17	60706849	2
chr17	81195210	6
chr18	33038785	3
chr18	48898435	2
chr18	51226357	1
chr18	54605233	2
chr18	78077248	3
chr19	20354650	3
chr19	23529133	0
chr19	59128983	5
chr20	30138939	8
chr20	32692781	4
chr20	37837944	8
chr20	40914124	4
chr20	44489206	7
chr20	51100068	10
chr20	57737436	14
chr20	63025520	8
chr21	48129895	4
chr22	46562546	4
chr22	51304566	7
chrX	53619426	5
chrX	75116038	6
chrX	155270560	2
chrY	59373566	0
