CHR	END	s_5_1_sequence.WB89
chr1	9713578	6
chr1	40538568	3
chr1	115610997	5
chr1	146089222	6
chr1	151946660	4
chr1	229138559	6
chr1	249250621	4
chr2	135255688	4
chr2	238818762	3
chr2	243199373	4
chr3	4187415	5
chr3	8085051	9
chr3	18615505	3
chr3	24832079	6
chr3	37745490	5
chr3	39596202	9
chr3	138943960	3
chr3	141528630	10
chr3	150922449	3
chr3	151949432	9
chr3	156091872	6
chr3	158166800	4
chr3	165236259	6
chr3	168995079	3
chr3	172588156	8
chr3	178030423	3
chr3	182849966	6
chr3	190863999	8
chr3	194607621	6
chr3	198022430	4
chr4	47677446	2
chr4	88262210	4
chr4	120797983	5
chr4	191154276	3
chr5	49992627	5
chr5	128664362	3
chr5	137788832	2
chr5	147792446	4
chr5	154497930	6
chr5	180915260	4
chr6	8808757	2
chr6	24306944	6
chr6	27414263	4
chr6	120095548	3
chr6	171115067	4
chr7	113519853	7
chr7	128491471	12
chr7	131669157	10
chr7	133055996	3
chr7	159138663	4
chr8	2332702	4
chr8	43273718	3
chr8	71200766	5
chr8	82132478	26
chr8	87087149	5
chr8	92531972	13
chr8	98533798	1
chr8	104761982	3
chr8	109406073	1
chr8	112486236	6
chr8	120941267	31
chr8	124745763	61
chr8	129491443	13
chr8	137240553	3
chr8	141864653	2
chr8	146364022	4
chr9	37971920	3
chr9	141213431	4
chr10	29485174	4
chr10	33154694	2
chr10	55457951	4
chr10	71276351	6
chr10	80664309	8
chr10	82392336	6
chr10	112984866	2
chr10	135534747	3
chr11	135006516	4
chr12	10826315	4
chr12	29008053	3
chr12	116270151	4
chr12	123443861	2
chr12	133851895	3
chr13	94749122	4
chr13	115169878	7
chr14	85647481	4
chr14	92343342	11
chr14	107349540	3
chr15	102531392	4
chr16	31207413	4
chr16	46416443	6
chr16	61278935	4
chr16	67133696	2
chr16	69685082	1
chr16	90354753	2
chr17	21676807	2
chr17	28897026	6
chr17	37190590	2
chr17	40246632	16
chr17	60783233	2
chr17	81195210	6
chr18	31899760	3
chr18	48381018	2
chr18	50971557	1
chr18	54615233	2
chr18	78077248	3
chr19	20222505	3
chr19	24058117	0
chr19	59128983	4
chr20	30108652	7
chr20	32692781	3
chr20	37837944	9
chr20	40914124	4
chr20	44489206	7
chr20	51069979	11
chr20	57520766	15
chr20	63025520	7
chr21	48129895	4
chr22	46547458	3
chr22	51304566	5
chrX	54083217	4
chrX	69367758	5
chrX	75105698	4
chrX	155270560	2
chrY	59373566	0
